Date,Product,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage,AgeBand
20201208,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201208,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201208,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,1870,,1870,,16 years and over
20201208,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201208,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201208,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201208,Total,4541903,Dose 1,1870,,1870,,16 years and over
20201208,Total,4434138,Dose 1,1869,0.0421502443090404,1869,0.0421502443090404,18 years and over
20201208,Total,2183051,Dose 1,786,0.0360046558692399,786,0.0360046558692399,50 years and over
20201208,Total,4541903,Dose 2,0,,0,,16 years and over
20201208,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201208,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201209,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201209,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201209,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,3807,,5677,,16 years and over
20201209,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201209,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201209,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201209,Total,4541903,Dose 1,3807,,5677,,16 years and over
20201209,Total,4434138,Dose 1,3807,0.0858565971559749,5676,0.128006841465015,18 years and over
20201209,Total,2183051,Dose 1,1531,0.0701312062796517,2317,0.10613586214889201,50 years and over
20201209,Total,4541903,Dose 2,0,,0,,16 years and over
20201209,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201209,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201210,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201210,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201210,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,4924,,10601,,16 years and over
20201210,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201210,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201210,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201210,Total,4541903,Dose 1,4924,,10601,,16 years and over
20201210,Total,4434138,Dose 1,4922,0.111002409036435,10598,0.23900925050145,18 years and over
20201210,Total,2183051,Dose 1,2088,0.0956459560495838,4405,0.20178181819847502,50 years and over
20201210,Total,4541903,Dose 2,0,,0,,16 years and over
20201210,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201210,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201211,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201211,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201211,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,5260,,15861,,16 years and over
20201211,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201211,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201211,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201211,Total,4541903,Dose 1,5260,,15861,,16 years and over
20201211,Total,4434138,Dose 1,5255,0.11851232415409699,15853,0.35752157465554707,18 years and over
20201211,Total,2183051,Dose 1,2236,0.10242545868145099,6641,0.30420727687992605,50 years and over
20201211,Total,4541903,Dose 2,0,,0,,16 years and over
20201211,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201211,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201212,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201212,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201212,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,2119,,17980,,16 years and over
20201212,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201212,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201212,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201212,Total,4541903,Dose 1,2119,,17980,,16 years and over
20201212,Total,4434138,Dose 1,2117,0.0477432141263984,17970,0.40526478878194605,18 years and over
20201212,Total,2183051,Dose 1,815,0.0373330719254841,7456,0.34154034880540995,50 years and over
20201212,Total,4541903,Dose 2,0,,0,,16 years and over
20201212,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201212,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201213,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201213,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201213,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,1107,,19087,,16 years and over
20201213,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201213,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201213,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201213,Total,4541903,Dose 1,1107,,19087,,16 years and over
20201213,Total,4434138,Dose 1,1106,0.0249428412016045,19076,0.43020762998355,18 years and over
20201213,Total,2183051,Dose 1,448,0.0205217376964624,7904,0.362062086501873,50 years and over
20201213,Total,4541903,Dose 2,0,,0,,16 years and over
20201213,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201213,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201214,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201214,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201214,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,5678,,24765,,16 years and over
20201214,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201214,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201214,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201214,Total,4541903,Dose 1,5678,,24765,,16 years and over
20201214,Total,4434138,Dose 1,5676,0.128006841465015,24752,0.5582144714485661,18 years and over
20201214,Total,2183051,Dose 1,2635,0.12070263131736302,10539,0.482764717819236,50 years and over
20201214,Total,4541903,Dose 2,0,,0,,16 years and over
20201214,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201214,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201215,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201215,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201215,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,7303,,32068,,16 years and over
20201215,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201215,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201215,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201215,Total,4541903,Dose 1,7303,,32068,,16 years and over
20201215,Total,4434138,Dose 1,7297,0.164564115956698,32049,0.7227785874052629,18 years and over
20201215,Total,2183051,Dose 1,3568,0.163440982368254,14107,0.64620570018749,50 years and over
20201215,Total,4541903,Dose 2,0,,0,,16 years and over
20201215,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201215,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201216,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201216,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201216,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,7135,,39203,,16 years and over
20201216,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201216,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201216,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201216,Total,4541903,Dose 1,7135,,39203,,16 years and over
20201216,Total,4434138,Dose 1,7128,0.16075277765374,39177,0.883531365059004,18 years and over
20201216,Total,2183051,Dose 1,3403,0.15588275308272698,17510,0.802088453270217,50 years and over
20201216,Total,4541903,Dose 2,0,,0,,16 years and over
20201216,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201216,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201217,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201217,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201217,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,7024,,46227,,16 years and over
20201217,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201217,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201217,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201217,Total,4541903,Dose 1,7024,,46227,,16 years and over
20201217,Total,4434138,Dose 1,7019,0.15829457720982099,46196,1.0418259422688199,18 years and over
20201217,Total,2183051,Dose 1,3638,0.166647503883327,21148,0.9687359571535429,50 years and over
20201217,Total,4541903,Dose 2,0,,0,,16 years and over
20201217,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201217,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201218,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201218,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201218,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,8461,,54688,,16 years and over
20201218,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201218,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201218,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201218,Total,4541903,Dose 1,8461,,54688,,16 years and over
20201218,Total,4434138,Dose 1,8451,0.190589467445533,54647,1.23241540971436,18 years and over
20201218,Total,2183051,Dose 1,4634,0.21227172429778302,25782,1.18100768145133,50 years and over
20201218,Total,4541903,Dose 2,0,,0,,16 years and over
20201218,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201218,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201219,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201219,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201219,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,3340,,58028,,16 years and over
20201219,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201219,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201219,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201219,Total,4541903,Dose 1,3340,,58028,,16 years and over
20201219,Total,4434138,Dose 1,3338,0.0752795695578261,57985,1.30769497927218,18 years and over
20201219,Total,2183051,Dose 1,1677,0.0768190940110881,27459,1.25782677546241,50 years and over
20201219,Total,4541903,Dose 2,0,,0,,16 years and over
20201219,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201219,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201220,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201220,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201220,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,2518,,60546,,16 years and over
20201220,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201220,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201220,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201220,Total,4541903,Dose 1,2518,,60546,,16 years and over
20201220,Total,4434138,Dose 1,2514,0.0566964762937013,60499,1.36439145556588,18 years and over
20201220,Total,2183051,Dose 1,1356,0.0621149024919711,28815,1.31994167795439,50 years and over
20201220,Total,4541903,Dose 2,0,,0,,16 years and over
20201220,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201220,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201221,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201221,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201221,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,9535,,70081,,16 years and over
20201221,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201221,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201221,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201221,Total,4541903,Dose 1,9535,,70081,,16 years and over
20201221,Total,4434138,Dose 1,9520,0.214697873634064,70019,1.5790893291999502,18 years and over
20201221,Total,2183051,Dose 1,5131,0.23503802705479604,33946,1.55497970500918,50 years and over
20201221,Total,4541903,Dose 2,0,,0,,16 years and over
20201221,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201221,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201222,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201222,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201222,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,11737,,81818,,16 years and over
20201222,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201222,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201222,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201222,Total,4541903,Dose 1,11737,,81818,,16 years and over
20201222,Total,4434138,Dose 1,11731,0.264561003739622,81750,1.84365033293957,18 years and over
20201222,Total,2183051,Dose 1,6455,0.295687091139877,40401,1.8506667961490602,50 years and over
20201222,Total,4541903,Dose 2,0,,0,,16 years and over
20201222,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201222,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201223,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201223,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201223,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,10084,,91902,,16 years and over
20201223,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201223,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201223,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201223,Total,4541903,Dose 1,10084,,91902,,16 years and over
20201223,Total,4434138,Dose 1,10071,0.22712418963956502,91821,2.0707745225791396,18 years and over
20201223,Total,2183051,Dose 1,5549,0.254185541244799,45950,2.10485233739386,50 years and over
20201223,Total,4541903,Dose 2,0,,0,,16 years and over
20201223,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201223,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201224,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201224,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201224,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,2811,,94713,,16 years and over
20201224,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201224,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201224,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201224,Total,4541903,Dose 1,2811,,94713,,16 years and over
20201224,Total,4434138,Dose 1,2806,0.0632817472076873,94627,2.13405626978682,18 years and over
20201224,Total,2183051,Dose 1,1725,0.0790178516214234,47675,2.18387018901528,50 years and over
20201224,Total,4541903,Dose 2,0,,0,,16 years and over
20201224,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201224,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201225,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201225,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201225,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,14,,94727,,16 years and over
20201225,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201225,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201225,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201225,Total,4541903,Dose 1,14,,94727,,16 years and over
20201225,Total,4434138,Dose 1,14,0.000315732167108917,94641,2.13437200195393,18 years and over
20201225,Total,2183051,Dose 1,10,0.000458074502153179,47685,2.18432826351743,50 years and over
20201225,Total,4541903,Dose 2,0,,0,,16 years and over
20201225,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201225,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201226,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201226,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201226,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,1,,94728,,16 years and over
20201226,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201226,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201226,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201226,Total,4541903,Dose 1,1,,94728,,16 years and over
20201226,Total,4434138,Dose 1,1,2.25522976506369e-05,94642,2.13439455425158,18 years and over
20201226,Total,2183051,Dose 1,0,0.0,47685,2.18432826351743,50 years and over
20201226,Total,4541903,Dose 2,0,,0,,16 years and over
20201226,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201226,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201227,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201227,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201227,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,468,,95196,,16 years and over
20201227,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201227,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201227,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201227,Total,4541903,Dose 1,468,,95196,,16 years and over
20201227,Total,4434138,Dose 1,468,0.0105544753004981,95110,2.14494902955208,18 years and over
20201227,Total,2183051,Dose 1,408,0.0186894396878497,48093,2.20301770320528,50 years and over
20201227,Total,4541903,Dose 2,0,,0,,16 years and over
20201227,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201227,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201228,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201228,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201228,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,1731,,96927,,16 years and over
20201228,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,0,,16 years and over
20201228,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201228,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201228,Total,4541903,Dose 1,1731,,96927,,16 years and over
20201228,Total,4434138,Dose 1,1726,0.0389252657449994,96836,2.18387429529708,18 years and over
20201228,Total,2183051,Dose 1,1091,0.0499759281849119,49184,2.2529936313902,50 years and over
20201228,Total,4541903,Dose 2,0,,0,,16 years and over
20201228,Total,4434138,Dose 2,0,0.0,0,0.0,18 years and over
20201228,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201229,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201229,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201229,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,7522,,104449,,16 years and over
20201229,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,6,,6,,16 years and over
20201229,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201229,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201229,Total,4541903,Dose 1,7522,,104449,,16 years and over
20201229,Total,4434138,Dose 1,7516,0.169503069142187,104352,2.35337736443927,18 years and over
20201229,Total,2183051,Dose 1,4029,0.18455821691751603,53213,2.43755184830771,50 years and over
20201229,Total,4541903,Dose 2,6,,6,,16 years and over
20201229,Total,4434138,Dose 2,6,0.000135313785903822,6,0.000135313785903822,18 years and over
20201229,Total,2183051,Dose 2,0,0.0,0,0.0,50 years and over
20201230,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201230,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201230,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,7625,,112074,,16 years and over
20201230,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,23,,29,,16 years and over
20201230,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201230,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201230,Total,4541903,Dose 1,7625,,112074,,16 years and over
20201230,Total,4434138,Dose 1,7619,0.17182595580020302,111971,2.5252033202394704,18 years and over
20201230,Total,2183051,Dose 1,4353,0.19939983078727902,57566,2.6369516790949903,50 years and over
20201230,Total,4541903,Dose 2,23,,29,,16 years and over
20201230,Total,4434138,Dose 2,23,0.00051870284596465,29,0.000654016631868471,18 years and over
20201230,Total,2183051,Dose 2,15,0.000687111753229769,15,0.000687111753229769,50 years and over
20201231,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20201231,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20201231,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,4242,,116316,,16 years and over
20201231,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,8,,37,,16 years and over
20201231,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20201231,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20201231,Total,4541903,Dose 1,4242,,116316,,16 years and over
20201231,Total,4434138,Dose 1,4236,0.0955315328480981,116207,2.6207348530875696,18 years and over
20201231,Total,2183051,Dose 1,2545,0.11657996079798401,60111,2.7535316398929797,50 years and over
20201231,Total,4541903,Dose 2,8,,37,,16 years and over
20201231,Total,4434138,Dose 2,8,0.000180418381205096,37,0.000834435013073567,18 years and over
20201231,Total,2183051,Dose 2,3,0.000137422350645954,18,0.000824534103875723,50 years and over
20210101,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20210101,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20210101,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,33,,116349,,16 years and over
20210101,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,37,,16 years and over
20210101,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20210101,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20210101,Total,4541903,Dose 1,33,,116349,,16 years and over
20210101,Total,4434138,Dose 1,33,0.0007442258224710191,116240,2.62147907891004,18 years and over
20210101,Total,2183051,Dose 1,16,0.000732919203445087,60127,2.75426455909642,50 years and over
20210101,Total,4541903,Dose 2,0,,37,,16 years and over
20210101,Total,4434138,Dose 2,0,0.0,37,0.000834435013073567,18 years and over
20210101,Total,2183051,Dose 2,0,0.0,18,0.000824534103875723,50 years and over
20210102,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20210102,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20210102,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,2,,116351,,16 years and over
20210102,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,9,,46,,16 years and over
20210102,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20210102,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20210102,Total,4541903,Dose 1,2,,116351,,16 years and over
20210102,Total,4434138,Dose 1,2,4.51045953012739e-05,116242,2.6215241835053398,18 years and over
20210102,Total,2183051,Dose 1,1,4.58074502153179e-05,60128,2.7543103665466404,50 years and over
20210102,Total,4541903,Dose 2,9,,46,,16 years and over
20210102,Total,4434138,Dose 2,9,0.000202970678855733,46,0.0010374056919293,18 years and over
20210102,Total,2183051,Dose 2,6,0.000274844701291908,24,0.00109937880516763,50 years and over
20210103,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20210103,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20210103,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,346,,116697,,16 years and over
20210103,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,0,,46,,16 years and over
20210103,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,0,,0,,16 years and over
20210103,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,0,,0,,16 years and over
20210103,Total,4541903,Dose 1,346,,116697,,16 years and over
20210103,Total,4434138,Dose 1,346,0.007803094987120379,116588,2.62932727849246,18 years and over
20210103,Total,2183051,Dose 1,304,0.0139254648654566,60432,2.76823583141209,50 years and over
20210103,Total,4541903,Dose 2,0,,46,,16 years and over
20210103,Total,4434138,Dose 2,0,0.0,46,0.0010374056919293,18 years and over
20210103,Total,2183051,Dose 2,0,0.0,24,0.00109937880516763,50 years and over
20210104,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,0,,16 years and over
20210104,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
