datazone,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01010533,3,0,5,1,2,3,4,3,0,2,4,3,6,3,7,5,7,5,12,0,8,2,3,5,10,1,8,5,10,6,4,5,5,9,12,8,9,1,9,2,2,5,5,1,6,7,7,6,5,9,10,8,7,11,9,12,16,7,8,19,6,7,12,5,8,7,1,13,7,5,11,17,2,8,10,13,3,9,10,3,8,4,3,5,6,6,3,5,6,3,11
S01010534,4,14,7,4,5,9,8,12,7,15,6,12,7,16,13,9,11,11,12,4,9,18,9,7,10,10,4,8,3,5,1,2,14,13,11,6,13,10,9,13,10,7,7,13,7,16,19,18,18,21,15,15,14,14,13,7,22,21,14,10,10,14,12,10,17,14,13,12,15,9,11,16,7,10,9,12,7,4,5,7,0,9,0,1,7,3,0,0,1,2,4
S01010535,1,6,3,7,7,5,10,6,11,6,5,11,8,5,9,11,10,3,15,3,3,11,16,5,5,2,4,6,9,12,7,7,3,8,13,8,2,8,4,5,6,9,7,6,7,16,8,7,14,19,15,11,9,11,15,13,15,11,18,10,10,12,16,12,10,11,6,5,11,15,13,9,8,6,6,8,7,8,8,7,4,5,9,2,1,7,3,1,3,4,1
S01010536,6,10,6,11,15,11,15,13,9,9,15,13,6,7,6,4,2,10,8,13,8,6,10,6,5,10,6,11,15,17,9,7,8,12,8,17,13,11,14,12,8,4,8,13,12,18,14,15,7,8,11,7,9,11,8,18,17,18,14,8,10,6,10,9,10,12,15,8,10,14,15,13,8,9,7,10,14,7,10,5,8,4,7,5,5,3,1,3,1,3,5
S01010537,7,5,5,3,6,7,3,3,1,7,3,2,5,7,4,5,1,6,4,4,9,11,9,16,22,18,20,17,18,16,15,30,14,18,17,8,10,8,6,4,4,11,7,4,11,3,19,13,15,10,10,6,8,18,11,5,13,18,6,9,11,13,13,8,9,11,14,5,11,7,8,6,8,5,10,7,6,2,8,11,7,3,1,1,3,5,4,4,0,1,5
S01010538,12,19,14,17,15,9,11,17,17,17,17,21,19,17,23,19,11,10,16,19,11,10,8,14,8,22,5,7,6,14,19,19,12,28,6,15,27,26,18,18,31,21,20,27,13,8,20,21,12,13,23,10,13,12,13,9,13,7,12,12,12,10,14,16,18,10,10,8,8,6,10,7,5,6,4,5,2,2,3,1,2,0,2,0,1,2,1,1,1,0,4
S01010539,9,3,7,5,14,7,8,12,12,5,9,2,13,10,7,6,10,5,5,4,7,9,11,17,5,11,17,17,25,20,28,9,24,17,25,13,21,22,18,16,6,17,14,14,18,15,16,19,16,21,13,17,10,11,21,7,19,22,17,10,14,17,11,13,16,17,19,9,17,21,12,17,8,14,14,10,7,3,5,8,6,4,4,5,2,0,0,1,4,2,7
S01010540,7,8,2,3,4,2,7,3,7,4,2,4,6,4,5,3,5,8,5,6,7,5,6,6,5,9,6,3,0,7,10,2,6,12,9,8,3,1,11,3,13,3,9,10,0,4,10,10,7,15,7,8,11,14,12,14,7,8,10,19,6,13,9,13,6,12,5,13,7,10,15,14,10,10,8,7,6,13,3,5,0,2,5,3,6,3,7,4,0,0,5
S01010541,7,8,11,8,6,9,5,7,6,13,13,7,7,6,11,8,10,11,13,6,3,5,17,8,7,8,1,4,5,10,5,11,7,9,7,6,11,12,12,10,11,8,9,21,13,11,9,17,12,12,10,18,14,6,12,18,13,16,11,14,10,12,12,6,18,11,13,23,14,16,24,13,11,8,15,15,5,8,3,4,6,3,5,3,5,6,1,4,4,3,5
S01010542,6,5,8,2,6,3,6,5,8,6,12,8,9,13,13,6,6,10,12,5,13,7,0,3,10,10,8,9,8,9,6,15,12,10,10,17,6,11,10,7,10,7,3,13,12,1,17,12,12,9,9,11,15,19,13,13,14,12,14,15,17,18,16,17,14,16,11,30,16,17,22,18,16,22,19,12,3,6,6,7,5,4,5,5,3,1,2,2,1,2,7
S01010543,5,3,5,8,3,6,6,5,6,5,7,13,4,6,6,3,8,7,6,3,2,4,7,5,0,6,1,8,3,4,7,2,5,6,1,10,5,8,4,3,3,5,6,10,9,4,4,12,10,16,8,15,8,3,13,8,16,9,21,15,19,6,7,6,15,12,9,8,12,8,11,8,7,9,5,9,8,10,4,4,4,2,3,3,5,0,1,0,2,0,2
S01010544,7,13,11,3,13,9,10,11,17,13,19,9,9,9,13,9,13,7,10,17,8,9,11,5,7,11,5,12,4,10,12,5,5,2,12,2,8,10,14,8,13,8,11,15,14,10,8,20,8,15,12,13,9,17,14,17,12,16,5,9,13,7,9,14,15,8,16,7,8,17,13,20,5,9,16,6,4,8,2,2,6,6,4,3,3,4,2,3,0,3,4
S01010545,6,5,9,11,5,12,4,5,5,9,10,12,12,14,7,14,7,10,3,7,19,10,8,8,7,7,3,3,2,10,6,3,10,8,5,5,7,12,6,9,14,7,5,4,17,14,16,18,11,13,14,14,16,11,6,11,3,5,9,4,11,14,13,9,13,5,9,11,7,9,13,14,4,9,8,11,9,3,6,12,3,4,4,4,1,1,5,1,3,0,3
S01010546,4,5,6,10,7,5,4,7,7,8,11,5,10,9,3,5,2,10,5,5,3,7,10,9,4,0,10,13,9,16,11,8,9,13,8,9,9,10,5,10,10,8,5,12,5,14,5,8,15,14,11,9,11,15,15,11,13,7,12,10,11,12,8,15,10,2,11,4,9,14,19,14,8,11,9,9,10,9,5,8,8,9,12,10,12,7,13,5,10,10,34
S01010547,5,6,2,5,5,5,8,2,9,4,5,6,13,13,13,13,10,8,5,10,4,9,8,3,10,3,6,4,8,3,6,9,5,13,5,9,11,4,8,7,8,1,14,10,13,11,11,14,17,15,16,10,12,15,17,12,8,13,13,13,13,20,16,16,13,10,11,13,17,9,10,12,14,7,6,8,7,2,3,4,5,4,5,4,7,6,1,4,1,0,6
S01010548,2,4,4,6,7,0,3,9,6,9,12,7,8,8,5,10,2,4,0,5,3,5,8,8,3,1,2,1,4,5,7,1,6,2,5,7,10,1,4,4,5,8,5,10,9,7,9,7,11,11,10,16,4,4,5,16,11,11,14,13,15,11,11,10,16,8,16,14,9,24,15,19,12,10,15,9,7,11,7,8,8,2,0,10,9,3,7,5,2,6,4
S01010549,18,21,14,26,13,18,20,32,17,23,29,16,14,29,17,21,16,18,13,11,10,13,10,17,14,14,7,12,20,10,17,17,20,17,17,16,25,30,27,22,20,27,20,13,17,22,33,28,22,22,22,23,21,20,10,11,15,14,16,12,11,24,19,18,21,13,17,11,13,19,17,18,14,9,15,16,7,10,2,7,9,4,7,6,5,4,0,3,0,1,4
S01010550,2,7,7,4,10,4,6,1,4,1,6,7,8,8,7,1,6,3,8,1,10,2,8,4,5,11,6,3,4,8,11,4,5,2,1,6,5,15,8,8,1,4,6,3,3,6,8,15,10,3,7,9,12,9,5,20,9,8,6,13,7,3,0,7,6,9,6,6,7,6,4,7,4,7,5,3,1,3,2,4,4,1,3,0,2,2,1,2,0,1,1
S01010551,4,9,5,7,10,10,16,11,7,14,8,8,12,10,16,7,16,13,11,7,7,7,11,1,0,3,3,3,7,7,13,12,7,7,10,7,8,14,11,4,12,9,16,13,23,13,14,21,18,10,14,23,5,15,11,6,16,20,12,9,17,6,5,9,18,11,16,6,12,13,21,18,2,7,1,6,6,4,6,3,1,6,2,1,1,4,1,3,1,0,7
S01010552,7,5,11,7,6,9,7,5,5,9,10,10,7,5,10,11,8,16,6,13,9,5,4,11,2,3,1,2,2,3,6,5,2,6,4,1,12,7,5,11,11,7,2,3,6,18,14,14,16,7,19,14,24,15,16,17,13,17,17,6,21,13,21,11,12,14,10,13,7,9,10,10,8,12,7,7,5,2,3,5,5,6,6,4,2,1,2,1,0,3,0
S01010553,3,4,3,5,3,8,3,3,2,7,6,2,4,1,5,11,6,8,6,8,3,3,8,0,7,4,7,7,11,5,11,5,3,5,3,3,1,4,7,5,6,4,6,8,4,5,8,5,6,5,14,12,20,19,13,9,12,17,8,13,15,4,13,6,13,9,13,15,8,10,12,18,4,7,2,7,8,3,1,6,5,5,3,3,2,1,4,0,6,0,3
S01010554,4,3,5,5,5,9,5,4,6,19,6,11,7,7,13,6,13,7,6,1,6,6,6,9,5,8,8,8,12,2,9,13,9,2,5,9,9,1,11,11,6,12,12,7,5,19,8,10,14,14,14,15,16,13,12,18,12,16,5,3,10,18,12,6,8,10,7,13,11,16,5,5,6,9,6,7,6,6,6,5,8,9,6,4,6,4,3,1,1,2,4
S01010555,12,4,9,11,11,7,6,10,8,9,4,6,3,8,2,12,15,11,11,4,12,11,7,12,12,16,10,15,9,14,16,9,12,11,28,15,15,12,14,16,3,12,15,9,10,6,20,18,8,11,8,16,16,17,15,9,11,17,12,13,19,10,10,17,15,6,6,6,7,9,15,7,7,6,5,7,3,6,10,2,6,6,1,0,3,9,3,1,1,3,3
S01010556,12,9,14,11,7,10,15,23,8,17,21,4,18,16,17,12,17,12,14,7,2,21,11,12,19,6,10,7,7,8,4,16,12,6,4,13,8,11,7,5,16,8,15,10,11,4,10,16,21,11,16,16,10,14,20,16,12,13,15,11,9,13,16,12,6,10,6,9,8,12,12,13,8,9,9,10,9,11,12,11,12,12,11,3,9,7,7,5,5,10,26
S01010557,5,7,3,7,5,6,10,8,6,9,5,0,8,4,2,5,3,7,3,14,6,11,13,6,8,9,4,12,11,4,7,7,6,5,11,4,3,7,3,2,3,7,4,8,4,9,7,7,18,8,8,16,9,11,13,11,12,5,4,11,11,4,6,9,5,8,7,8,8,11,9,7,11,2,4,10,8,5,7,6,5,2,3,7,5,2,8,1,2,2,7
S01010558,4,9,10,7,5,4,9,7,2,6,9,7,6,2,7,10,8,14,4,10,5,14,8,2,9,1,8,2,9,5,4,7,5,12,13,4,3,11,9,6,11,2,1,11,7,6,10,14,12,24,16,8,13,12,16,9,15,12,14,12,10,10,14,6,7,14,20,7,5,12,5,10,14,10,19,19,14,15,8,5,8,9,6,2,1,2,5,5,6,2,6
S01010559,2,1,6,6,5,5,6,6,7,6,7,14,9,7,2,6,6,11,8,10,6,4,7,7,4,8,10,3,5,7,6,2,6,7,5,3,2,4,5,8,7,5,5,7,4,15,19,16,6,10,10,12,15,25,4,16,16,16,14,14,13,14,19,11,13,7,12,15,15,17,18,7,11,19,13,12,15,7,9,7,10,4,13,10,8,11,12,13,4,13,54
S01010560,2,5,2,4,11,5,2,2,8,6,1,6,2,10,4,7,7,8,11,5,5,4,13,5,9,5,6,8,2,2,8,7,5,6,5,3,3,8,4,2,4,9,3,3,2,11,19,5,13,15,9,6,7,10,11,15,6,9,12,14,10,14,15,12,9,12,6,13,9,7,11,7,8,7,17,7,11,7,12,10,3,4,4,9,6,5,0,1,4,2,7
S01010561,3,6,6,6,1,4,4,8,5,5,5,5,10,6,6,5,3,8,6,6,8,6,6,5,1,3,3,7,3,0,4,8,5,4,14,6,0,10,5,3,10,5,10,2,7,6,5,5,5,9,11,10,11,4,10,11,10,8,7,8,14,11,15,10,14,11,15,20,11,13,14,15,8,11,11,14,5,3,8,9,4,7,10,7,2,5,3,12,7,4,13
S01010562,6,2,0,10,2,5,4,6,7,6,5,2,6,7,4,12,1,11,7,9,9,6,8,7,10,0,8,4,12,6,9,1,7,6,11,5,6,12,10,7,8,2,11,8,7,11,8,6,6,6,7,12,14,11,7,16,16,18,15,15,19,12,17,11,10,19,11,12,5,10,12,16,10,5,10,8,7,6,10,7,4,1,4,8,6,2,3,2,1,6,1
S01010563,9,2,3,7,8,7,6,12,7,9,6,4,4,6,6,10,3,11,6,8,5,5,6,7,3,4,8,5,9,8,6,6,11,5,0,3,3,3,7,5,9,3,8,7,6,4,7,11,9,5,3,9,0,9,12,7,11,7,3,13,8,3,9,6,7,9,4,9,12,5,3,4,2,4,7,1,3,2,1,3,4,5,4,0,3,2,1,1,0,1,3
S01010564,2,5,2,2,5,4,7,3,7,10,3,4,1,7,4,2,1,2,6,0,1,9,1,6,2,9,0,1,5,5,7,6,3,7,10,8,3,2,7,5,6,4,3,11,5,1,10,7,3,8,5,11,4,12,10,10,6,6,11,7,11,9,9,9,10,4,3,9,11,11,8,6,8,6,5,4,7,3,5,3,3,3,4,3,3,1,6,5,1,2,3
S01010565,6,11,8,5,1,3,6,4,10,3,6,11,7,7,9,8,2,6,4,6,6,5,0,5,13,7,4,9,3,3,5,9,3,6,2,2,6,7,4,9,3,8,5,6,8,7,10,7,13,10,8,6,5,14,9,9,8,7,12,13,4,5,17,8,16,10,5,9,9,4,16,11,5,10,10,3,7,5,2,6,7,2,2,3,4,2,3,0,1,2,5
S01010566,11,17,15,6,12,16,12,19,11,12,19,15,9,11,13,12,7,20,11,10,11,13,13,7,14,21,3,9,13,12,5,13,11,14,15,15,11,20,16,12,10,10,16,22,13,18,13,28,13,17,23,12,7,26,20,28,21,15,13,18,9,9,12,15,10,14,23,7,12,11,11,6,15,11,10,8,12,8,11,9,5,4,11,3,3,3,2,4,4,5,8
S01010567,6,9,5,8,10,6,10,12,6,13,13,18,14,14,10,13,16,13,16,16,6,12,5,4,13,11,10,14,16,3,1,4,4,12,11,8,7,12,10,9,6,9,7,13,21,23,17,12,18,24,19,23,16,22,33,26,20,18,17,21,18,13,10,17,20,18,17,13,17,21,19,23,12,13,8,7,8,3,8,5,6,14,5,7,2,10,7,8,7,0,20
S01010568,12,12,12,19,10,8,10,9,18,11,22,23,18,17,15,14,17,12,8,10,8,11,8,16,9,12,20,13,13,15,13,7,10,18,16,10,17,22,12,9,11,9,17,15,13,16,25,27,27,30,17,27,31,23,22,20,14,14,10,8,13,12,10,17,19,15,5,11,11,10,11,11,15,15,6,8,16,8,2,8,9,3,5,3,4,5,2,1,2,4,0
S01010569,3,3,9,8,8,5,13,9,9,5,8,5,7,6,5,7,10,10,20,30,38,14,20,34,31,24,32,31,9,23,16,12,12,5,15,12,9,15,15,19,6,6,12,10,13,7,7,7,9,8,19,10,25,16,17,22,17,11,23,21,12,14,19,10,10,12,7,8,16,13,10,6,5,7,7,2,6,7,3,6,2,5,2,0,1,1,5,4,1,2,8
S01010570,10,14,12,14,10,16,11,13,15,10,11,13,13,11,15,13,25,12,12,18,10,17,12,13,10,10,17,7,8,19,9,6,13,9,8,9,11,9,11,13,12,9,1,15,13,15,19,16,16,17,26,13,16,29,14,12,21,12,18,16,21,16,14,7,18,18,11,13,18,13,10,9,10,10,5,10,8,5,5,7,7,6,6,8,8,3,4,1,1,5,6
S01010571,8,3,2,4,12,9,15,7,6,10,7,8,6,2,8,4,8,6,10,2,5,5,17,2,7,9,3,15,8,6,10,16,14,13,2,16,10,8,13,14,8,3,5,9,12,12,16,8,10,11,7,8,13,20,13,7,10,12,7,8,12,7,9,8,16,12,4,13,14,10,15,11,4,6,8,8,7,4,7,4,4,4,5,1,1,3,1,0,0,2,1
S01010572,13,4,9,13,6,3,16,11,10,10,11,8,9,14,11,12,12,5,5,13,7,10,7,6,11,7,17,10,9,8,14,9,32,15,11,12,11,8,15,9,14,10,5,13,6,6,3,8,7,16,3,11,8,10,6,4,6,13,5,9,6,3,5,7,6,5,7,9,4,4,5,9,11,7,3,8,3,4,1,2,0,4,0,2,0,2,2,1,4,1,2
S01010573,5,5,6,11,4,5,9,7,8,14,6,1,2,7,2,5,6,4,5,12,6,4,6,4,1,6,3,5,9,3,11,4,6,8,6,7,11,7,13,5,10,10,7,6,4,6,3,10,7,8,13,10,9,9,5,4,7,7,4,6,4,4,11,5,4,8,9,4,4,6,7,5,2,2,10,1,4,5,2,0,4,1,0,2,2,1,2,1,0,0,1
S01010574,6,4,1,11,6,2,4,6,7,11,12,11,5,5,5,6,3,7,5,11,9,7,2,11,7,5,4,0,8,4,3,3,2,14,1,7,6,4,13,8,3,2,6,11,6,2,7,7,7,9,11,10,14,5,13,10,12,20,10,12,12,14,8,13,4,8,6,7,9,10,4,2,4,3,2,3,5,5,1,2,2,7,5,4,3,1,4,0,6,3,2
S01010575,7,4,7,5,3,2,3,9,4,6,11,6,8,11,11,5,8,4,11,0,11,3,2,6,9,2,2,3,5,7,5,6,3,1,3,7,4,6,3,9,9,3,5,3,6,5,7,8,6,3,8,4,9,12,14,12,17,23,21,8,15,9,13,9,12,14,9,5,8,16,10,11,9,12,6,9,6,12,8,4,4,2,5,8,5,6,2,2,2,2,9
S01010576,5,7,4,6,9,4,7,13,17,15,7,11,2,10,6,5,5,15,9,3,5,6,7,4,6,1,4,6,6,5,4,2,5,5,1,5,4,8,11,5,9,5,9,9,9,0,11,17,16,10,7,16,13,19,17,12,16,4,15,13,15,16,13,16,18,12,12,12,12,16,15,27,9,7,13,7,7,10,7,7,11,6,5,2,6,2,1,3,3,2,11
S01010577,10,9,13,10,11,12,9,23,8,13,24,15,12,15,20,10,16,12,8,12,21,9,8,21,8,15,9,8,12,10,10,6,22,8,14,9,10,13,14,6,13,14,10,15,7,10,7,7,12,8,11,10,9,1,22,11,12,9,13,12,7,15,14,14,10,13,3,6,8,12,9,9,7,7,7,1,6,0,7,4,4,3,1,0,3,1,0,4,0,1,4
S01010578,2,2,7,4,4,10,9,3,3,1,6,3,2,8,7,6,1,7,6,6,9,11,4,4,7,10,11,13,2,9,2,8,2,1,4,6,7,1,7,4,8,6,6,6,16,4,6,10,8,6,14,15,13,11,11,10,13,8,8,8,7,7,14,6,6,6,6,3,2,6,3,4,5,2,1,7,0,5,2,0,0,1,5,4,4,3,1,1,0,2,1
S01010579,7,6,4,2,4,8,6,3,8,14,4,10,9,4,3,2,9,5,2,4,3,6,7,4,7,8,5,4,2,8,16,6,2,12,14,11,7,10,7,6,11,7,4,5,4,5,13,4,5,9,13,6,14,17,15,7,12,16,11,9,5,8,13,10,6,13,14,7,16,13,9,11,4,6,2,16,2,3,10,7,7,4,8,6,3,3,2,4,1,0,4
S01010580,6,6,3,3,5,6,4,4,3,3,2,5,2,5,4,3,4,1,4,5,8,3,8,13,14,9,11,12,17,11,5,3,6,5,14,16,6,7,12,7,9,13,4,8,11,2,3,6,4,6,10,11,3,8,9,6,3,7,5,15,6,6,7,6,1,3,3,5,4,7,3,1,4,2,3,3,5,6,5,0,4,1,2,1,1,2,3,1,0,0,4
S01010581,2,8,7,4,6,5,8,8,5,10,5,2,11,3,2,3,9,7,3,5,2,4,6,3,13,4,11,18,13,9,15,12,9,3,15,5,4,5,17,3,13,8,9,6,11,7,10,9,8,5,8,3,7,7,10,6,0,7,12,6,2,11,8,5,8,5,6,4,3,4,3,6,0,2,1,3,1,0,1,2,3,1,1,1,3,2,1,2,2,2,5
S01010582,6,8,10,9,9,9,12,3,7,3,6,9,8,8,13,8,8,11,7,22,19,10,6,21,7,9,9,9,15,7,13,6,6,8,7,5,12,8,8,13,10,9,8,14,8,10,8,1,9,10,7,4,16,8,16,12,6,10,10,9,6,1,9,3,9,6,4,7,7,8,7,3,5,5,5,7,6,2,3,4,1,4,6,5,4,0,9,5,5,2,15
S01010583,3,5,6,7,7,6,7,5,10,12,9,11,6,10,7,6,10,10,9,17,7,7,8,22,14,4,7,6,7,9,4,4,6,9,11,5,11,6,6,5,12,12,6,16,10,11,14,18,18,19,15,22,21,23,23,25,9,9,14,15,17,9,15,9,14,7,12,12,13,10,22,15,9,11,2,8,8,18,10,11,8,5,6,4,9,2,2,5,2,2,4
S01010584,15,8,17,17,20,16,13,25,10,24,16,16,22,9,7,11,14,15,16,10,5,6,7,9,11,14,8,11,16,14,14,11,12,27,10,17,22,20,15,15,24,18,10,20,14,27,24,9,19,18,13,14,17,22,23,7,12,11,5,9,2,11,9,4,7,9,11,3,4,8,13,6,4,4,3,3,0,7,3,3,1,0,1,1,1,3,1,1,1,0,0
S01010585,15,16,18,19,17,23,20,17,16,8,14,15,10,18,8,14,5,10,10,16,7,10,12,6,8,9,8,5,15,16,19,9,21,19,11,17,11,33,17,18,10,15,15,26,22,16,10,20,15,8,20,13,11,12,5,7,13,8,5,5,3,5,2,4,3,2,6,2,1,1,0,3,3,1,1,2,4,2,2,0,2,0,0,2,1,0,0,0,0,0,0
S01010586,9,6,8,15,9,11,11,12,7,10,3,8,9,5,11,9,6,6,7,13,14,9,18,3,10,5,3,3,4,7,7,8,8,8,10,10,6,14,17,7,14,12,10,6,10,7,18,13,10,10,19,11,20,20,11,13,13,22,9,12,9,21,13,14,9,4,10,8,4,11,10,13,11,8,10,10,5,5,0,10,5,5,6,5,1,3,5,0,0,0,2
S01010587,2,3,6,11,6,10,8,8,6,8,5,9,3,6,3,2,4,7,12,1,4,5,6,8,8,6,7,3,2,3,1,7,7,4,6,6,2,11,10,8,10,7,5,10,6,9,12,9,14,14,13,10,15,10,8,12,4,7,9,8,7,8,11,9,8,11,11,9,3,14,15,13,12,7,7,9,5,4,3,9,4,5,2,2,10,3,5,0,2,0,8
S01010588,4,10,7,8,4,5,7,6,4,7,7,9,6,9,7,15,8,6,7,14,6,12,6,3,5,8,4,1,3,6,8,5,2,7,7,2,10,4,9,12,6,10,9,13,8,12,13,12,10,10,14,17,9,13,16,7,7,13,7,9,8,5,5,5,12,7,4,8,9,7,6,17,8,4,3,5,3,5,3,4,2,3,5,9,2,0,1,1,2,3,3
S01010589,6,4,4,3,1,3,3,5,8,3,9,4,5,4,11,3,6,8,6,4,12,9,7,8,14,13,8,0,11,2,11,5,7,8,7,8,9,4,8,7,2,11,10,6,6,5,4,9,11,7,11,23,3,9,6,13,11,10,14,10,5,10,7,9,3,5,3,14,11,3,4,1,2,0,3,5,6,2,4,2,5,5,1,3,2,1,0,0,0,1,1
S01010590,8,11,4,3,13,6,17,13,20,14,24,30,24,16,22,17,17,14,13,13,5,5,7,5,11,4,4,9,4,8,7,9,4,8,7,9,6,11,15,15,6,16,13,18,16,27,15,18,18,22,16,20,20,20,11,12,18,12,15,17,6,7,11,10,8,13,5,11,6,7,11,5,3,8,4,6,6,0,2,3,1,1,4,1,0,4,1,1,1,1,2
S01010591,25,24,21,33,22,31,26,23,30,27,32,27,22,24,19,14,13,10,7,9,15,8,13,12,14,24,28,24,27,19,21,30,29,29,43,47,42,30,31,36,36,31,28,34,21,21,22,15,17,14,12,16,9,19,11,12,9,7,6,9,10,6,6,4,4,5,8,5,2,4,2,4,6,0,2,2,2,1,4,0,2,2,2,1,0,2,2,1,1,0,3
S01010592,5,6,2,6,2,7,1,1,4,3,9,4,3,3,1,3,2,3,3,4,8,0,7,11,6,11,6,5,8,11,8,11,7,2,11,10,5,13,9,7,8,5,7,3,10,13,7,7,9,6,7,8,6,8,4,4,10,5,8,5,4,7,5,6,7,2,12,4,8,8,4,7,11,4,6,1,4,2,3,4,2,2,4,2,1,1,5,2,1,1,3
S01010593,20,16,20,20,15,14,14,15,16,22,12,9,20,15,14,17,12,10,8,11,12,9,12,19,21,21,26,23,20,22,16,25,21,19,22,16,24,25,18,11,14,15,17,17,19,28,24,15,20,21,20,9,16,8,18,22,12,18,10,12,10,5,9,11,11,5,9,13,6,9,10,9,7,9,5,6,9,2,2,7,6,4,5,8,4,0,3,2,0,3,6
S01010594,8,7,13,10,5,11,11,7,11,14,13,8,5,15,12,10,7,11,11,5,10,4,9,9,13,10,10,15,13,23,18,14,8,24,15,5,14,18,20,12,2,8,17,8,8,13,20,14,19,12,7,8,12,15,12,4,7,4,9,6,2,5,2,1,7,6,5,3,5,3,6,4,6,1,5,7,2,3,1,0,0,1,5,7,0,5,1,0,1,0,2
S01010595,9,7,12,14,13,13,12,21,13,27,11,10,18,16,16,9,14,17,17,11,8,8,7,12,15,13,7,12,4,9,19,17,19,18,14,11,20,20,24,30,33,19,15,13,16,19,11,18,18,12,3,20,9,7,13,10,9,7,6,4,1,5,3,0,2,4,1,2,1,4,4,3,2,2,1,0,0,2,1,0,3,1,2,1,0,0,0,0,0,0,1
S01010596,27,20,20,21,31,24,23,35,27,19,14,26,19,13,15,25,20,15,16,16,11,6,14,10,14,8,17,19,17,18,30,31,31,22,27,10,31,20,24,27,28,32,23,16,38,11,25,18,21,25,37,15,18,20,23,19,14,25,13,11,18,20,17,18,13,12,16,15,17,12,9,11,8,7,6,9,8,9,6,4,4,1,1,5,3,1,2,2,1,0,0
S01010597,20,12,18,11,16,14,14,9,18,17,16,20,14,13,11,8,5,4,7,10,11,8,7,7,10,8,22,18,11,14,26,26,36,12,22,24,25,28,14,18,21,22,8,16,13,18,17,15,12,21,16,11,17,10,9,4,11,10,8,5,8,3,6,0,4,1,4,2,4,6,3,1,3,4,1,2,3,0,1,0,2,1,0,0,1,0,0,0,0,0,1
S01010598,12,9,13,17,22,12,24,26,30,23,27,21,24,16,8,14,10,10,7,3,12,11,9,15,12,9,15,13,24,11,29,13,16,7,16,15,29,23,23,26,19,33,24,15,18,19,29,23,15,16,15,13,22,9,9,7,6,10,15,10,4,4,4,4,5,6,4,2,5,3,7,3,6,4,3,3,3,2,0,1,0,2,1,1,1,1,2,1,1,2,0
S01010599,22,18,20,17,21,13,13,11,16,13,19,13,25,17,21,10,9,8,9,7,6,9,8,11,12,10,19,17,13,11,22,27,17,12,15,18,12,10,15,20,13,16,19,17,15,15,20,20,18,11,25,23,6,7,11,11,5,7,9,8,6,11,11,10,11,8,5,11,5,15,8,6,7,6,9,6,9,3,6,3,0,1,2,2,1,2,2,1,2,2,4
S01010600,9,6,9,8,3,6,8,5,3,4,9,0,7,12,7,8,4,12,5,6,10,12,5,9,16,8,7,11,4,10,14,8,4,9,5,3,8,6,3,10,10,4,6,11,3,13,13,7,7,6,8,11,13,21,18,21,19,17,18,11,12,12,22,22,11,18,24,20,9,24,10,16,15,12,13,5,12,6,11,8,25,10,6,8,15,7,11,4,4,6,18
S01010601,2,3,9,4,4,10,2,11,4,7,9,9,5,9,3,8,4,5,11,8,6,7,2,5,7,4,5,6,3,4,5,7,2,5,4,6,9,8,17,7,8,1,12,6,5,4,12,5,8,8,17,9,14,8,6,2,6,11,6,10,7,12,7,4,14,5,4,7,5,9,7,10,10,11,9,11,9,2,12,7,14,7,6,11,5,9,9,9,8,4,23
S01010602,10,10,6,8,7,3,7,4,2,1,3,3,4,2,2,7,1,6,6,6,1,4,2,6,5,4,3,6,12,9,10,7,3,11,13,5,10,17,15,3,4,4,8,7,4,7,4,11,10,3,7,7,5,4,7,11,9,9,7,9,6,7,8,9,7,6,4,4,7,6,5,6,7,2,2,8,4,3,2,1,4,1,1,2,1,2,1,3,1,0,2
S01010603,1,8,2,6,4,6,4,3,4,4,3,4,8,4,11,6,11,7,7,8,8,2,6,4,9,3,6,7,7,5,7,10,9,9,7,6,12,9,4,10,4,2,5,8,12,11,6,6,16,10,8,12,11,17,14,13,14,15,16,10,22,10,13,11,9,12,16,8,17,12,18,8,8,10,6,9,9,10,7,10,3,4,12,6,6,3,3,4,3,1,2
S01010604,6,0,3,4,5,5,1,7,3,9,4,6,8,4,6,5,9,7,5,0,4,6,4,4,0,5,3,6,7,4,0,8,0,6,10,4,11,6,1,7,1,8,5,7,10,10,9,8,1,12,9,11,9,13,5,8,9,11,3,4,6,10,6,3,7,6,4,5,5,7,7,7,5,1,3,5,5,2,0,1,5,4,1,0,2,4,0,3,5,2,9
