datazone,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01007044,6,5,3,1,3,2,3,1,5,5,8,3,2,2,4,6,4,5,5,2,4,8,4,6,7,6,9,4,8,4,9,4,4,4,1,3,1,6,1,2,2,0,2,3,2,8,9,8,12,6,8,10,19,2,18,17,11,11,9,7,6,12,11,12,13,8,11,11,3,8,8,11,12,5,8,8,10,8,5,6,9,6,11,1,3,3,5,5,5,2,3
S01007045,1,7,7,9,9,8,5,4,14,11,7,9,5,6,12,11,5,9,3,6,3,4,4,2,7,1,8,6,6,7,1,16,3,12,10,2,12,6,4,11,8,10,16,11,11,11,14,14,7,16,12,12,14,9,15,15,11,13,13,16,13,23,16,18,9,17,19,11,16,19,19,12,9,13,9,10,8,4,5,4,2,4,6,3,0,1,2,2,1,0,4
S01007046,8,4,2,4,6,10,9,7,8,4,9,0,5,4,1,9,7,4,9,3,3,5,3,7,3,6,7,1,4,4,5,4,3,2,10,5,5,5,4,7,9,6,7,5,8,8,12,9,8,12,12,16,8,13,7,11,5,13,10,5,12,13,5,11,12,10,9,5,4,11,9,4,6,7,5,5,5,3,3,2,2,3,3,5,1,1,0,2,0,0,1
S01007047,6,3,4,6,5,4,5,3,2,10,6,9,12,8,2,13,11,9,12,4,3,5,6,7,2,13,5,5,4,3,5,9,2,9,5,9,6,6,3,4,6,6,8,9,7,8,10,17,9,20,13,17,19,9,21,12,9,5,4,7,8,12,8,9,8,12,10,9,15,11,6,3,13,4,4,2,7,5,6,7,2,4,4,1,0,1,0,0,0,3,6
S01007048,9,3,7,6,10,6,2,6,9,6,4,14,15,11,10,10,6,7,6,4,7,4,6,13,11,6,15,9,9,6,16,9,6,11,12,5,8,10,10,9,5,3,9,6,7,12,10,15,12,19,29,10,12,24,15,15,22,16,12,13,20,12,12,17,11,15,5,8,14,12,7,17,9,13,13,5,9,13,8,0,7,6,3,2,3,2,1,0,2,3,1
S01007049,10,6,12,13,16,16,10,20,15,16,17,12,7,13,11,10,13,14,10,8,10,8,9,8,4,6,14,14,6,11,7,2,7,19,7,13,6,4,11,20,8,7,8,19,17,10,20,9,13,20,9,9,16,19,15,11,12,8,11,21,14,9,13,6,20,6,8,12,11,15,9,10,13,13,5,9,8,4,9,8,4,8,4,0,3,3,1,1,2,1,0
S01007050,9,4,4,7,7,6,3,8,5,7,8,8,12,5,6,9,2,5,0,3,4,4,6,10,2,7,0,9,7,6,6,6,12,18,5,5,6,5,10,8,7,10,6,3,7,5,13,12,9,10,6,6,15,11,7,12,15,5,5,8,12,8,7,7,6,5,3,8,8,8,12,9,10,12,1,6,9,4,9,7,6,3,4,5,4,2,3,2,0,2,1
S01007051,10,3,14,7,8,9,8,11,12,4,2,10,9,7,9,12,9,4,6,9,5,7,14,1,5,14,5,17,11,9,21,16,14,14,15,11,8,6,8,12,8,1,11,7,11,18,16,12,10,9,15,11,13,1,10,11,15,5,7,21,12,6,19,7,10,8,5,4,7,10,8,10,7,4,10,14,8,7,7,9,9,7,2,1,1,2,2,4,1,0,7
S01007052,11,18,11,11,8,14,11,15,9,14,6,9,6,7,4,12,11,8,7,18,7,7,14,7,8,8,9,14,14,11,9,20,15,13,9,16,11,6,15,7,15,6,5,15,17,14,4,15,20,15,12,16,11,15,17,7,12,22,6,13,9,6,15,9,6,7,8,14,6,8,6,9,5,4,9,8,7,7,6,7,1,3,4,1,2,2,1,0,0,0,0
S01007053,4,9,6,6,8,8,5,4,1,9,7,6,7,13,1,7,10,7,8,7,10,6,3,5,4,3,7,5,10,3,7,6,4,6,1,6,8,16,8,5,6,8,4,7,8,7,9,9,10,6,7,8,4,10,7,11,11,5,11,6,7,8,9,5,8,0,8,7,9,9,5,9,2,8,3,6,8,1,5,5,2,1,0,2,0,2,0,3,1,0,1
S01007054,9,15,12,9,9,10,9,15,12,10,8,11,11,10,7,11,10,9,14,9,9,15,17,15,12,19,9,15,13,14,13,8,8,17,10,13,11,9,15,9,8,16,13,16,10,11,10,13,18,10,19,13,15,12,15,19,11,4,8,16,8,8,11,16,9,16,10,10,9,15,14,14,13,9,14,8,14,8,12,9,3,5,4,7,4,3,6,5,0,5,15
S01007055,11,1,11,10,6,7,6,7,8,3,1,3,8,6,7,7,8,6,6,6,10,4,10,2,6,10,13,4,7,7,17,12,7,3,6,2,4,5,4,7,3,13,4,15,8,5,11,11,8,11,8,10,10,8,12,10,11,7,7,10,8,7,10,8,14,9,8,5,7,11,8,6,8,3,7,2,2,4,5,4,5,2,3,2,0,1,0,2,2,0,2
S01007056,7,6,4,4,7,10,4,9,5,6,9,6,4,13,5,5,6,18,6,7,3,6,2,6,13,6,3,7,4,7,6,5,5,7,9,12,14,7,8,5,8,7,9,7,3,10,3,7,20,17,4,10,20,8,15,14,4,14,10,12,10,8,9,13,4,8,6,9,10,6,4,2,4,3,5,4,3,2,3,2,5,4,1,1,3,4,6,6,2,7,19
S01007057,1,3,3,3,6,3,1,7,5,5,3,6,3,1,3,3,2,3,2,3,2,7,3,0,1,3,5,0,1,4,3,5,6,5,3,3,4,0,11,6,5,3,3,4,5,6,8,9,6,4,5,8,4,2,5,6,7,8,7,5,5,6,5,5,13,7,10,11,13,12,12,18,7,11,7,5,6,7,12,7,7,3,1,8,6,3,3,5,0,0,9
S01007058,6,3,2,5,3,8,10,11,10,7,6,2,5,7,2,7,5,3,2,4,7,2,8,6,10,3,3,3,3,5,7,1,6,0,5,3,6,8,8,7,7,3,5,8,4,10,5,2,8,10,7,9,4,7,7,5,3,12,7,9,5,4,6,7,5,12,5,9,6,10,10,8,11,8,13,12,9,7,5,2,7,6,5,5,5,4,3,5,4,4,3
S01007059,7,8,6,12,9,14,10,12,17,12,15,12,14,16,13,7,15,10,14,13,10,13,16,4,12,8,10,7,12,9,12,12,11,9,9,12,13,13,18,9,19,6,16,12,19,12,15,18,13,23,17,21,6,8,12,12,21,13,10,19,13,6,8,17,12,10,6,15,12,9,8,13,12,11,14,10,5,7,8,10,11,2,3,8,7,6,7,1,1,4,4
S01007060,7,5,4,4,11,4,9,12,11,8,14,12,8,7,9,14,6,10,8,3,4,12,8,2,0,7,4,10,16,5,5,6,10,7,9,4,14,11,0,8,11,7,8,8,12,3,7,10,6,10,6,2,6,4,6,6,7,7,7,2,5,6,6,4,12,5,7,11,4,7,11,3,6,8,3,1,4,3,5,2,6,2,1,0,2,1,0,1,0,1,3
S01007061,7,7,13,15,11,13,6,9,20,6,15,18,7,7,12,10,17,14,10,11,5,5,9,12,4,9,6,4,6,5,6,13,6,7,1,11,13,12,14,14,13,13,8,6,14,19,8,18,19,13,15,13,16,19,15,11,16,10,16,14,18,24,11,16,13,16,15,12,9,9,8,17,5,8,6,3,7,5,8,2,1,3,4,2,1,0,1,1,2,1,4
S01007062,7,3,8,8,6,8,14,2,7,5,6,5,7,6,3,8,6,5,1,4,12,7,8,9,17,7,2,9,9,8,5,8,3,6,2,7,8,6,5,11,10,13,6,7,9,10,13,6,7,8,6,14,7,21,22,9,18,12,10,11,6,12,9,16,5,9,11,13,11,7,9,10,9,3,5,7,3,3,6,5,3,0,4,1,2,0,1,3,0,1,0
S01007063,2,9,6,7,9,5,11,8,8,9,11,9,12,2,3,8,10,8,10,8,4,11,5,5,6,2,5,6,3,4,4,6,6,8,12,11,3,9,10,3,1,8,9,11,13,12,4,8,8,14,9,6,9,8,11,9,17,9,14,12,12,6,15,14,9,8,8,8,12,12,8,11,8,8,5,11,5,2,1,8,6,2,5,4,3,3,5,1,0,4,3
S01007064,19,15,19,15,24,11,16,12,11,16,8,14,6,14,8,6,3,4,9,0,14,5,4,6,6,14,6,2,16,13,10,9,12,14,20,9,9,24,9,16,9,13,14,13,11,7,7,16,10,12,17,11,16,7,13,13,21,12,12,11,13,16,18,10,18,13,14,7,10,7,17,7,9,4,8,9,5,2,4,4,0,0,1,1,2,2,2,0,1,0,7
S01007065,6,6,6,3,4,8,4,9,11,11,4,2,8,4,7,4,6,4,5,11,4,5,5,10,5,4,5,4,4,5,2,8,1,5,3,6,5,4,4,8,9,9,5,7,5,9,8,11,6,6,8,8,12,10,15,11,14,8,8,9,6,2,3,6,6,4,13,11,16,8,4,8,9,5,8,1,3,4,2,7,2,1,6,2,1,1,0,2,0,2,2
S01007066,8,4,4,6,5,4,3,7,10,3,15,3,6,4,7,1,5,10,3,6,8,5,9,5,10,7,6,5,8,9,5,9,3,1,7,7,3,4,2,10,6,9,8,5,11,8,8,24,11,18,8,22,11,7,11,14,10,12,13,9,9,11,16,12,11,13,3,8,8,13,6,2,5,5,3,5,6,1,1,3,7,4,1,2,2,0,1,1,0,0,0
S01007067,8,4,3,3,6,5,3,0,1,3,0,4,2,3,1,5,2,2,5,0,3,4,5,5,5,5,8,3,7,8,8,2,2,3,6,0,14,10,11,3,4,8,5,3,3,4,1,7,10,1,7,10,11,10,11,10,9,3,4,6,10,9,8,8,7,12,12,8,10,7,12,10,10,6,1,8,6,6,11,1,5,3,7,1,2,2,2,4,2,0,0
S01007068,7,4,8,6,8,8,5,7,6,5,6,9,11,4,3,5,5,10,7,3,5,4,6,7,5,4,7,6,16,4,4,9,4,8,8,6,8,10,16,5,7,11,19,9,17,13,8,2,9,9,10,10,6,14,14,15,10,9,8,11,11,14,13,11,14,10,3,10,11,17,8,5,5,11,9,3,14,8,7,9,2,5,1,4,2,7,3,4,3,3,21
S01007069,11,14,7,5,13,15,10,7,15,9,16,16,10,8,15,8,8,6,13,9,9,5,7,6,11,10,12,9,5,11,11,18,21,15,15,7,5,20,7,16,5,4,5,11,5,9,12,13,9,16,16,9,9,12,7,11,10,9,16,12,16,8,6,7,13,2,6,9,3,3,7,8,3,6,2,8,3,4,5,3,4,0,4,3,2,5,2,2,0,2,4
S01007070,8,4,0,5,12,7,7,15,3,4,3,2,8,3,2,2,2,1,3,4,2,1,5,6,6,8,4,3,6,5,12,6,4,7,4,6,5,8,8,1,7,8,7,4,6,10,6,6,9,7,5,4,5,8,5,6,8,6,1,2,2,19,6,8,5,4,13,9,6,6,7,6,6,4,6,1,7,3,7,3,2,1,1,0,2,1,1,2,0,0,4
S01007071,14,3,11,7,9,5,8,10,0,4,10,14,12,4,7,11,10,9,10,11,0,9,3,12,3,7,9,11,14,6,10,8,5,15,4,8,15,14,8,17,10,7,14,7,18,4,10,7,16,19,14,15,21,14,20,13,10,13,9,8,11,6,12,8,15,10,9,9,7,9,14,9,8,6,8,5,5,3,3,5,4,3,6,5,2,1,0,3,1,1,7
S01007072,4,3,5,8,8,12,6,13,7,2,5,7,8,7,7,5,9,8,7,10,3,10,9,10,7,6,16,7,7,9,6,5,8,8,7,8,6,6,3,4,1,7,9,8,9,9,16,11,23,14,7,14,11,15,10,10,12,6,11,7,6,10,7,3,5,1,4,10,10,4,9,5,10,5,3,2,4,3,5,4,2,2,1,2,1,0,2,0,1,0,1
S01007073,7,7,6,9,7,4,7,9,11,6,4,15,9,12,9,8,13,17,30,28,38,20,22,29,16,25,16,14,24,14,19,23,15,24,17,19,20,15,16,12,15,16,12,13,21,25,11,17,17,22,23,15,8,17,13,16,22,11,13,12,10,11,9,7,12,17,13,14,12,7,11,15,18,10,9,12,7,2,11,8,3,7,3,7,2,8,5,4,2,0,3
S01007074,6,5,12,5,11,11,21,12,2,5,8,12,7,7,11,8,2,5,9,7,7,7,8,9,8,9,7,12,8,12,10,19,13,13,8,9,4,7,11,5,15,9,14,2,9,19,7,13,9,12,4,12,1,7,7,7,7,9,11,6,11,3,7,6,6,8,13,6,12,9,19,11,6,4,8,3,5,4,1,7,0,4,1,3,6,3,1,1,1,0,4
S01007075,15,6,10,9,5,10,12,6,8,11,7,15,3,6,12,4,3,7,7,4,9,13,8,8,6,16,17,12,6,8,6,6,13,9,2,1,6,8,5,5,7,4,10,11,2,8,5,6,6,10,6,15,15,9,11,9,12,4,10,7,11,17,6,6,6,8,4,7,5,12,8,5,7,5,5,5,8,3,6,8,5,3,7,3,4,3,1,4,0,0,3
S01007076,8,8,8,11,4,8,11,8,10,15,13,7,7,4,6,11,4,7,8,11,9,2,15,6,7,10,7,9,10,7,17,12,17,4,10,5,4,6,5,8,7,9,4,12,7,8,15,17,8,9,13,11,10,21,11,12,10,10,7,10,5,10,7,12,11,9,4,6,8,16,11,14,10,6,2,1,3,4,6,0,4,0,0,0,2,0,1,1,1,0,0
S01007077,6,4,5,6,5,7,5,3,9,2,8,4,4,4,2,10,3,3,8,2,8,4,2,1,5,8,11,5,9,11,4,7,6,7,5,1,5,5,7,8,12,6,9,6,5,4,11,4,5,8,8,4,10,11,12,10,12,7,17,13,11,15,5,13,7,5,6,13,11,12,14,9,6,17,5,12,9,7,3,8,6,6,6,5,7,3,3,5,4,0,1
S01007078,10,10,12,12,8,14,9,14,3,8,8,5,9,2,10,14,6,6,6,12,11,8,12,10,8,9,8,7,5,8,11,16,15,13,4,20,11,7,10,6,7,12,10,8,7,7,11,10,6,8,14,14,3,13,14,3,10,15,10,6,11,3,15,6,12,10,9,18,12,12,18,15,10,7,3,9,10,13,8,12,6,10,4,3,0,2,0,6,0,1,1
S01007079,7,14,12,14,8,12,10,8,5,8,6,14,6,4,4,5,3,3,13,10,4,10,15,13,6,8,13,21,13,15,15,16,12,16,10,10,18,12,15,11,15,9,8,13,13,16,12,11,13,13,11,8,18,16,9,18,7,11,7,12,18,10,7,11,9,11,9,9,10,6,17,19,10,12,5,12,14,9,10,9,7,7,14,8,7,8,2,1,4,5,15
S01007080,8,10,9,5,9,8,8,7,13,6,10,10,8,3,8,5,8,3,2,5,12,11,12,1,6,10,18,6,14,7,4,15,2,5,7,3,4,6,8,2,7,9,2,3,11,14,12,11,12,25,5,13,10,14,8,11,14,7,11,11,11,5,10,7,4,14,9,15,5,13,8,7,5,9,9,9,7,2,3,6,4,8,12,5,7,6,7,1,1,1,4
S01007081,12,6,13,10,14,13,18,14,17,10,14,11,18,17,21,9,7,7,16,13,12,17,5,12,4,18,16,16,1,14,24,18,11,15,10,21,12,13,18,9,2,15,8,10,7,15,13,10,18,12,13,11,14,12,31,17,6,18,6,14,14,11,11,13,6,1,4,8,9,6,5,6,3,5,5,1,7,5,4,4,3,4,2,2,2,4,0,1,0,1,0
S01007082,2,2,9,2,8,6,4,2,11,2,7,7,8,6,3,8,4,5,4,8,3,6,7,4,6,6,5,2,3,2,10,15,5,3,3,8,4,9,7,10,9,3,4,3,11,6,5,5,3,5,6,2,8,13,6,4,11,12,10,5,9,5,9,3,7,7,6,6,5,6,3,5,3,2,2,2,5,2,3,2,2,4,3,0,1,0,4,0,0,0,0
S01007083,15,11,16,8,18,22,7,7,19,18,9,5,12,5,5,4,4,9,5,2,8,2,17,16,19,14,17,6,16,6,19,30,22,31,20,18,10,8,12,4,10,9,10,9,13,11,6,10,2,22,6,15,13,7,16,6,15,5,13,19,9,11,4,9,6,8,2,12,7,7,8,16,4,7,7,5,6,6,6,8,7,8,8,3,4,9,4,1,0,1,10
S01007084,6,7,8,4,6,2,5,4,1,2,8,2,5,4,2,0,6,3,1,3,7,3,3,5,6,7,5,10,10,2,5,2,5,3,9,4,9,3,2,5,7,6,5,9,6,7,8,12,8,13,7,10,13,7,12,13,10,7,10,9,8,9,11,8,0,6,5,6,9,6,13,11,7,12,10,9,11,10,8,9,9,6,2,8,13,12,6,8,9,5,27
S01007085,8,7,7,2,10,7,14,2,4,5,7,3,8,13,2,10,7,6,6,7,7,5,10,17,11,13,9,15,11,12,7,1,22,11,16,12,7,14,11,2,6,7,10,8,8,11,9,4,13,12,17,12,16,4,8,19,11,11,10,15,12,1,9,8,8,11,12,7,6,7,9,6,7,4,1,4,5,4,5,3,3,0,2,6,0,3,3,0,3,1,1
S01007086,24,18,25,24,17,10,29,19,11,19,17,19,10,12,9,5,12,11,8,7,13,12,15,21,30,26,15,26,14,17,32,15,18,30,21,12,19,18,10,15,12,25,20,23,29,21,17,19,7,20,15,15,22,17,7,11,11,12,15,13,13,17,17,7,8,2,2,7,11,3,11,1,5,2,6,4,3,1,2,2,3,2,1,1,0,3,2,3,0,0,4
S01007087,12,13,9,4,8,14,11,11,7,13,6,1,9,8,6,8,8,8,4,9,8,15,8,14,27,18,10,13,22,25,5,15,18,3,5,8,11,7,21,19,4,11,21,14,4,7,7,18,11,15,11,10,7,4,10,15,9,11,10,8,1,15,4,7,6,6,8,8,15,5,9,14,8,6,0,3,6,3,2,6,5,6,5,6,1,3,1,6,4,0,5
S01007088,9,3,7,1,5,5,7,7,4,6,6,7,9,3,6,5,8,13,2,6,7,4,5,10,5,12,12,6,8,5,6,11,13,14,8,13,11,0,10,2,4,2,11,4,6,4,6,2,9,8,10,7,6,8,11,6,6,9,9,7,11,11,9,3,9,3,5,3,3,3,2,4,5,2,5,5,5,0,0,1,0,2,2,3,2,2,1,0,1,0,1
S01007089,5,5,2,4,4,5,3,5,2,7,7,2,4,9,4,9,4,3,7,9,14,8,5,6,7,5,8,6,3,4,2,0,9,4,0,4,2,5,3,3,7,6,4,3,7,9,2,9,16,11,7,11,13,9,9,6,11,5,6,4,5,6,5,9,8,8,8,9,10,9,7,18,16,7,3,7,2,8,8,5,6,3,2,1,3,2,0,2,0,0,0
S01007090,3,3,2,7,2,4,6,5,5,6,5,7,0,4,3,5,7,6,4,5,5,9,11,4,8,2,13,6,8,5,13,15,16,6,10,5,9,3,4,6,0,1,7,13,9,2,5,10,10,6,5,9,6,11,6,13,1,12,8,11,10,8,5,1,1,5,7,5,4,0,6,5,1,1,4,3,4,2,8,2,1,2,0,3,6,3,1,1,1,0,6
S01007091,4,11,9,17,12,12,17,9,16,19,9,15,15,7,7,12,11,12,12,21,16,10,14,11,12,10,5,6,24,7,17,13,11,7,5,11,23,14,12,8,11,10,5,9,12,14,21,18,19,13,5,14,18,18,15,14,16,9,9,12,3,6,6,8,3,2,6,6,3,1,3,3,1,2,0,2,2,2,1,2,3,0,0,0,2,0,0,2,3,0,0
S01007092,6,10,1,5,5,7,6,11,5,5,4,5,4,2,4,1,2,5,3,3,1,4,3,7,7,6,13,11,15,5,8,4,4,11,5,3,4,8,7,3,10,7,3,3,7,2,4,3,6,4,11,8,4,7,8,11,9,6,1,6,10,11,7,7,10,3,7,8,8,8,9,5,7,13,8,4,4,3,4,5,1,9,2,5,8,3,7,3,2,2,12
S01007093,6,6,14,6,6,6,8,8,5,7,9,3,5,13,3,4,11,5,18,2,17,16,15,8,5,9,13,11,8,11,15,6,11,14,4,9,10,4,10,9,8,3,11,6,8,2,11,14,13,16,9,17,19,16,23,16,12,26,10,28,13,14,9,19,14,14,7,11,7,11,6,18,7,10,15,5,11,17,11,12,13,16,9,9,13,7,2,7,5,2,42
S01007094,8,10,6,12,2,14,9,4,8,9,13,9,14,9,5,7,13,5,12,11,11,11,5,5,7,3,6,10,8,6,3,4,3,10,10,7,10,7,14,10,10,9,9,7,14,7,8,10,13,12,12,15,11,16,22,19,13,8,8,15,19,11,16,7,8,10,10,10,18,8,11,12,9,16,12,11,10,5,7,14,7,3,6,6,7,0,4,2,3,1,3
S01007095,2,3,4,5,5,1,7,1,7,8,3,2,8,5,9,6,8,8,10,10,7,12,5,5,9,2,7,2,0,1,4,2,2,1,5,5,7,14,10,8,2,5,4,8,5,11,5,7,17,10,12,17,8,4,13,16,7,9,12,8,14,11,13,9,8,6,8,7,3,3,5,6,2,1,1,8,2,4,8,4,1,3,4,3,2,0,1,0,1,3,0
S01007096,8,20,15,10,11,9,11,9,9,23,20,24,16,12,14,14,10,13,10,6,3,9,14,11,12,6,8,7,15,12,14,20,8,10,19,21,12,18,20,14,16,11,13,20,13,14,15,16,14,8,12,15,11,20,15,12,15,10,13,11,2,11,8,8,7,10,6,15,5,11,6,17,9,5,12,7,2,4,1,5,2,3,1,6,2,2,1,2,3,0,0
S01007097,39,44,33,37,28,22,21,25,26,24,21,17,24,20,24,7,11,8,7,23,12,11,22,15,27,22,25,31,48,25,37,31,36,31,31,21,23,21,31,31,17,25,20,10,19,20,22,17,20,23,20,21,21,17,13,16,14,13,24,12,13,12,14,20,8,14,13,13,10,10,11,13,13,5,11,6,5,3,2,2,2,4,4,6,1,1,1,0,0,1,2
S01007098,14,16,16,13,11,20,13,27,11,24,17,18,20,14,11,20,9,17,18,8,8,10,8,10,8,10,6,8,9,9,10,16,12,16,23,14,21,18,19,21,15,17,19,13,20,17,27,12,14,21,19,15,13,18,21,15,16,14,14,16,9,16,13,6,15,10,9,10,14,7,9,15,11,8,9,4,5,7,8,4,3,0,2,1,1,0,2,3,0,0,1
S01007099,6,7,9,12,11,13,10,10,8,11,9,18,9,14,8,18,10,7,9,10,7,14,10,10,8,15,10,7,11,10,16,11,8,7,13,9,11,9,21,17,15,10,6,11,19,7,11,6,18,22,16,18,17,17,12,16,15,15,7,20,5,12,10,12,9,18,3,10,5,13,6,6,4,3,13,3,2,5,5,7,2,4,2,0,3,2,2,4,0,0,2
S01007100,9,4,5,5,0,5,7,5,14,7,10,9,10,5,8,11,3,6,7,10,11,10,8,20,6,9,5,7,0,5,10,3,3,1,6,7,10,10,5,3,4,10,10,12,5,5,17,9,6,18,9,15,13,16,10,18,12,11,13,11,13,12,14,16,12,13,9,7,8,7,12,5,17,6,5,9,3,4,4,8,5,4,1,2,3,1,2,2,1,3,3
S01007101,9,10,11,9,16,16,10,14,10,8,16,2,4,5,10,8,10,7,9,13,11,8,7,14,12,12,8,6,15,8,10,14,4,10,6,12,10,12,5,12,12,12,7,7,8,3,11,12,12,10,16,13,20,9,12,11,15,6,17,12,10,11,16,12,9,11,5,10,8,15,6,6,13,6,8,7,7,6,5,4,7,2,6,6,8,3,6,4,4,3,37
S01007102,5,8,4,5,3,7,3,3,5,8,6,5,3,11,8,8,14,8,11,8,4,8,5,17,8,11,3,4,14,12,7,7,4,12,1,5,5,7,6,7,4,6,7,9,6,12,9,9,8,10,13,5,14,14,17,16,8,12,13,14,19,16,5,8,13,15,8,12,10,7,10,13,7,11,12,7,4,5,4,3,6,1,3,4,1,2,2,1,2,1,3
S01007103,11,10,11,11,3,7,8,7,10,18,5,8,9,10,10,8,7,6,12,7,13,11,11,13,11,14,1,10,11,8,8,7,6,16,9,12,5,8,7,8,9,14,15,10,12,10,16,14,7,19,18,10,10,14,11,13,16,16,9,6,5,5,9,11,11,15,13,13,5,9,14,14,7,6,7,8,4,5,2,3,6,3,6,15,1,2,2,1,2,3,3
S01007104,1,1,3,4,7,6,1,5,6,3,4,1,3,6,11,7,4,5,8,10,8,5,9,7,1,5,3,6,0,1,1,2,1,6,2,7,10,6,9,11,4,4,9,11,9,2,14,4,9,9,13,12,7,11,5,16,6,8,7,7,7,3,8,8,9,5,11,9,3,6,10,12,4,7,9,5,4,7,2,4,1,2,3,2,1,1,1,1,0,0,5
S01007105,6,3,3,4,6,5,7,8,5,6,6,8,7,10,8,5,4,6,5,1,2,4,5,3,5,9,4,8,7,5,6,5,2,2,4,1,7,8,9,6,4,5,6,7,6,3,9,8,3,9,4,18,7,8,4,9,2,4,11,7,12,7,10,1,7,6,8,9,5,3,3,9,5,5,7,5,5,4,5,4,3,3,3,3,2,4,2,9,4,0,0
S01007106,7,7,6,13,8,6,9,4,1,4,3,9,8,6,5,9,10,6,6,2,7,4,3,15,5,5,6,11,1,8,9,6,12,15,13,6,4,5,9,9,7,7,6,8,7,10,1,9,4,13,18,9,13,9,6,12,9,11,17,6,15,10,6,18,12,10,15,9,10,17,11,13,13,9,7,10,5,3,4,4,6,5,5,6,3,4,6,4,0,0,6
S01007107,5,7,10,9,8,3,8,4,6,11,7,9,18,10,9,13,11,8,9,10,10,9,5,13,8,11,7,7,6,12,6,6,12,12,7,2,5,7,10,8,6,7,15,9,12,9,12,16,15,20,13,7,18,5,13,15,15,12,9,13,19,14,10,8,9,11,9,9,7,17,4,12,7,5,5,3,5,4,3,4,2,3,2,2,2,2,3,3,1,0,1
S01007108,18,15,6,15,12,8,12,15,10,18,23,11,12,5,11,5,10,8,11,9,1,5,10,4,11,6,23,14,16,14,17,9,16,5,9,17,11,10,10,11,20,13,3,8,5,9,13,8,13,24,12,10,7,12,10,16,9,15,10,13,11,7,14,6,11,10,5,10,6,5,9,8,7,6,11,2,6,3,4,6,6,1,3,1,1,3,2,2,0,0,4
S01007109,4,10,8,7,6,9,13,22,3,14,13,4,14,14,8,9,9,6,15,7,8,11,4,8,10,9,3,11,6,13,12,12,8,10,7,8,14,17,10,13,9,12,17,7,17,9,13,20,7,9,13,17,9,15,9,10,9,7,14,11,15,8,13,11,9,9,7,6,13,8,10,9,13,11,5,10,4,6,8,6,7,6,2,2,4,5,0,3,0,3,4
S01007110,9,9,6,5,13,13,7,16,13,14,11,10,7,4,9,20,12,9,12,12,11,10,9,13,7,11,6,11,10,11,13,10,11,11,13,9,13,12,6,8,12,22,12,13,10,14,5,10,17,16,6,6,13,11,5,11,6,10,5,8,10,13,9,10,7,5,10,7,12,9,7,6,4,7,7,5,7,10,7,3,4,4,2,4,2,2,3,1,1,1,2
S01007111,5,8,2,5,7,8,3,3,7,8,3,4,5,1,4,8,2,2,4,13,3,2,3,7,7,8,2,6,6,5,5,5,5,2,6,5,6,1,5,9,2,3,3,4,2,8,11,9,6,4,8,14,6,7,4,13,3,7,14,6,8,6,10,10,3,1,6,4,4,1,9,8,11,2,7,3,7,7,5,1,4,2,3,5,2,3,3,1,2,1,2
S01007112,4,6,4,8,7,4,7,6,9,5,5,6,4,2,4,3,3,1,4,4,4,4,6,5,6,5,8,8,6,7,9,5,7,0,6,10,2,5,2,6,3,5,7,9,5,5,3,6,3,7,10,5,10,8,6,5,6,9,4,3,6,7,4,13,13,5,8,5,9,7,9,18,10,10,6,13,7,6,12,6,6,6,3,7,5,0,1,1,3,1,3
S01007113,7,6,2,7,6,2,1,7,1,7,3,4,7,5,7,6,6,4,12,2,3,4,5,6,13,1,1,4,3,2,5,5,4,8,8,5,4,11,5,7,4,7,8,5,8,4,6,3,5,9,8,7,4,5,11,5,10,14,8,4,3,3,13,7,9,4,8,5,10,5,7,9,5,8,10,8,7,2,8,5,5,4,7,2,8,4,2,2,4,3,23
S01007114,9,12,9,8,13,9,5,8,4,10,6,13,8,5,7,11,12,5,6,9,7,9,13,9,16,14,10,7,6,13,4,6,4,6,3,8,7,13,8,9,8,7,1,10,16,19,13,8,13,15,18,14,11,13,13,15,11,8,9,10,6,2,7,11,8,9,15,9,11,14,10,14,5,4,6,11,7,8,9,16,10,2,9,3,6,8,9,8,1,2,9
S01007115,4,3,4,7,2,2,9,8,7,3,11,5,10,6,6,8,8,6,4,11,12,7,11,13,13,7,6,3,10,8,2,0,3,7,4,7,5,7,3,6,9,10,7,2,7,8,10,5,13,16,7,12,14,9,9,7,9,7,1,8,11,11,16,13,6,10,13,11,9,16,9,12,6,9,11,14,8,8,7,6,6,6,7,5,5,5,9,3,4,6,15
