intermediate zone,males___AGE0,males___AGE1,males___AGE2,males___AGE3,males___AGE4,males___AGE5,males___AGE6,males___AGE7,males___AGE8,males___AGE9,males___AGE10,males___AGE11,males___AGE12,males___AGE13,males___AGE14,males___AGE15,males___AGE16,males___AGE17,males___AGE18,males___AGE19,males___AGE20,males___AGE21,males___AGE22,males___AGE23,males___AGE24,males___AGE25,males___AGE26,males___AGE27,males___AGE28,males___AGE29,males___AGE30,males___AGE31,males___AGE32,males___AGE33,males___AGE34,males___AGE35,males___AGE36,males___AGE37,males___AGE38,males___AGE39,males___AGE40,males___AGE41,males___AGE42,males___AGE43,males___AGE44,males___AGE45,males___AGE46,males___AGE47,males___AGE48,males___AGE49,males___AGE50,males___AGE51,males___AGE52,males___AGE53,males___AGE54,males___AGE55,males___AGE56,males___AGE57,males___AGE58,males___AGE59,males___AGE60,males___AGE61,males___AGE62,males___AGE63,males___AGE64,males___AGE65,males___AGE66,males___AGE67,males___AGE68,males___AGE69,males___AGE70,males___AGE71,males___AGE72,males___AGE73,males___AGE74,males___AGE75,males___AGE76,males___AGE77,males___AGE78,males___AGE79,males___AGE80,males___AGE81,males___AGE82,males___AGE83,males___AGE84,males___AGE85,males___AGE86,males___AGE87,males___AGE88,males___AGE89,males___AGE90+,females___AGE0,females___AGE1,females___AGE2,females___AGE3,females___AGE4,females___AGE5,females___AGE6,females___AGE7,females___AGE8,females___AGE9,females___AGE10,females___AGE11,females___AGE12,females___AGE13,females___AGE14,females___AGE15,females___AGE16,females___AGE17,females___AGE18,females___AGE19,females___AGE20,females___AGE21,females___AGE22,females___AGE23,females___AGE24,females___AGE25,females___AGE26,females___AGE27,females___AGE28,females___AGE29,females___AGE30,females___AGE31,females___AGE32,females___AGE33,females___AGE34,females___AGE35,females___AGE36,females___AGE37,females___AGE38,females___AGE39,females___AGE40,females___AGE41,females___AGE42,females___AGE43,females___AGE44,females___AGE45,females___AGE46,females___AGE47,females___AGE48,females___AGE49,females___AGE50,females___AGE51,females___AGE52,females___AGE53,females___AGE54,females___AGE55,females___AGE56,females___AGE57,females___AGE58,females___AGE59,females___AGE60,females___AGE61,females___AGE62,females___AGE63,females___AGE64,females___AGE65,females___AGE66,females___AGE67,females___AGE68,females___AGE69,females___AGE70,females___AGE71,females___AGE72,females___AGE73,females___AGE74,females___AGE75,females___AGE76,females___AGE77,females___AGE78,females___AGE79,females___AGE80,females___AGE81,females___AGE82,females___AGE83,females___AGE84,females___AGE85,females___AGE86,females___AGE87,females___AGE88,females___AGE89,females___AGE90+
S02001511,10,13,17,20,23,16,33,30,23,36,30,23,20,28,21,30,24,19,11,34,18,20,24,24,18,14,7,17,24,13,14,8,8,8,15,12,8,12,10,16,18,26,33,18,18,15,42,23,36,36,19,26,31,42,26,34,32,27,27,38,30,23,19,27,26,21,17,20,14,15,29,26,21,23,30,19,15,20,6,13,10,12,13,11,8,11,7,12,14,4,29,20,13,22,11,24,17,23,25,33,28,26,27,20,31,23,13,24,19,17,20,12,11,7,15,9,11,11,3,5,6,3,17,9,8,13,16,19,10,30,33,29,27,25,15,24,25,41,28,27,31,33,31,32,31,36,31,21,28,28,23,18,37,18,27,24,20,21,16,27,25,24,23,30,16,29,25,19,20,21,22,17,20,24,12,28,25,14,11,12,9,59
S02001512,20,20,27,21,22,21,23,35,20,26,42,36,36,36,24,26,38,26,38,26,20,24,36,17,20,25,25,22,17,16,6,17,17,20,16,14,13,20,19,24,16,22,33,20,26,25,39,18,34,29,34,33,24,31,21,33,33,33,13,22,21,32,26,26,32,33,21,35,25,29,28,25,26,20,23,26,14,23,13,14,22,5,16,10,9,12,6,5,3,5,21,18,26,14,23,28,25,23,20,35,22,24,31,35,25,26,25,31,28,28,27,22,24,18,21,24,10,27,14,22,17,21,14,11,19,17,20,21,28,24,36,21,23,33,27,37,28,40,27,42,43,34,43,34,29,42,42,45,28,23,30,35,32,24,29,26,39,46,23,41,31,25,33,24,26,23,21,24,14,23,24,15,22,15,19,18,10,16,9,7,15,67
S02001513,18,20,16,29,32,21,27,29,26,41,26,32,31,35,39,33,29,34,31,31,18,24,23,26,23,38,20,22,27,20,18,17,16,15,17,6,15,15,10,23,17,23,13,29,18,45,24,28,29,29,27,31,39,43,40,41,34,27,31,28,26,24,20,28,30,20,20,21,22,27,20,28,15,17,17,11,14,12,17,8,15,15,8,16,10,3,3,5,5,1,11,14,17,24,24,25,32,20,28,36,22,20,25,26,15,23,33,32,29,25,24,21,15,11,12,34,13,19,13,3,9,17,12,11,12,14,20,10,24,20,19,38,27,28,33,28,25,30,36,34,41,32,41,26,38,41,46,36,42,38,36,35,21,25,34,9,36,30,15,28,29,17,28,15,32,14,21,23,18,22,14,17,18,14,12,14,11,7,10,7,6,24
S02001514,18,18,21,20,23,17,18,19,12,9,13,18,15,16,22,13,16,13,26,14,13,18,16,8,13,8,15,11,19,25,15,14,22,11,12,27,20,12,8,15,19,13,14,3,15,19,20,7,22,21,26,19,21,21,11,15,23,29,18,26,13,19,19,23,15,19,12,25,18,19,14,15,11,14,20,17,14,9,6,14,10,7,7,16,4,5,4,2,2,5,8,17,19,18,11,22,12,16,13,15,11,9,11,11,13,17,6,12,10,12,8,10,13,13,9,13,18,19,12,13,13,18,22,16,18,20,22,19,13,18,16,17,15,17,15,10,21,22,27,20,18,23,28,23,20,27,23,24,36,16,19,28,25,19,23,21,18,22,19,18,17,22,25,19,19,18,13,10,17,16,18,13,10,11,3,6,8,8,10,3,1,4
S02001515,12,18,14,14,18,22,14,15,14,13,18,21,22,17,24,23,19,15,26,24,17,18,24,17,34,16,26,17,19,11,10,8,7,13,14,18,8,11,17,23,16,19,15,16,16,22,24,30,23,21,27,35,27,37,32,18,25,20,25,28,31,23,23,18,20,24,17,22,25,16,29,22,21,24,16,17,12,11,19,8,8,15,12,11,13,11,16,9,18,4,26,11,16,9,14,16,22,11,21,11,21,18,22,21,28,18,10,13,18,12,14,19,19,25,16,15,16,14,10,12,7,11,11,26,20,11,14,15,25,20,18,24,23,23,18,19,23,26,41,24,33,41,22,31,24,38,34,26,37,30,35,31,33,30,28,24,26,24,23,26,18,26,35,22,17,27,21,14,9,13,20,13,18,16,11,14,11,22,11,17,13,100
S02001516,12,14,21,16,14,15,12,15,17,23,9,13,17,24,24,16,15,17,20,23,11,12,11,20,11,12,10,13,13,9,13,14,9,16,9,11,7,10,12,28,1,21,15,23,17,14,15,22,17,28,21,20,35,26,14,16,20,24,17,19,22,16,16,27,16,22,23,18,23,26,24,35,19,28,26,23,18,13,24,15,19,18,15,15,17,17,9,5,8,7,12,16,12,16,22,13,17,15,9,19,11,15,15,22,23,15,15,14,19,13,16,14,9,25,8,9,13,17,11,3,6,8,6,7,12,13,12,19,13,17,13,17,12,23,18,23,16,25,21,30,23,19,25,27,22,29,16,26,28,22,18,29,18,24,16,28,23,26,24,29,38,18,28,19,27,26,35,18,25,16,30,14,24,10,23,19,19,16,12,9,10,48
S02001517,17,16,13,17,17,17,25,26,23,24,23,18,17,23,18,11,19,17,16,15,20,6,19,14,10,12,8,12,13,15,15,11,8,19,9,12,8,15,25,10,14,15,12,16,19,22,12,21,15,18,16,16,25,16,12,22,19,21,19,25,15,23,34,17,17,17,10,19,17,18,17,19,12,15,14,11,14,5,9,9,12,13,10,7,8,3,6,3,1,3,8,11,13,17,22,15,25,21,23,17,9,17,17,16,18,14,18,21,13,25,11,15,15,14,13,18,6,14,8,8,14,11,14,15,15,14,13,17,20,20,20,22,28,23,24,20,9,30,19,23,17,17,28,23,32,22,25,22,8,25,28,24,32,15,27,19,15,19,21,14,26,19,15,12,22,13,12,17,18,15,12,11,12,8,12,8,7,9,5,10,5,7
S02001518,10,19,10,16,14,15,10,15,15,12,16,15,16,17,19,14,19,18,13,15,24,14,17,15,19,18,15,8,18,12,14,11,10,14,2,8,9,8,5,17,16,15,12,10,13,9,11,21,20,24,15,17,23,27,22,27,27,18,24,32,32,16,24,20,21,19,25,24,18,16,22,31,15,16,9,11,10,7,9,9,7,6,8,4,5,2,0,3,2,1,11,14,6,13,8,11,13,12,14,6,13,17,20,6,23,14,19,24,15,17,11,11,17,19,9,21,8,12,2,7,10,12,7,17,17,14,12,16,13,19,20,9,13,8,11,19,16,20,31,20,26,31,26,20,33,31,22,21,26,39,34,25,21,24,27,28,13,21,26,19,29,19,28,8,18,17,12,10,8,9,7,9,8,6,10,8,2,5,6,1,3,2
S02001519,24,30,24,36,25,30,22,29,26,31,35,30,23,23,23,26,30,24,29,28,16,35,35,20,29,33,29,26,36,17,24,15,19,24,17,11,27,29,32,25,20,27,23,30,36,21,26,21,24,30,19,34,37,37,56,47,39,44,48,41,30,42,35,40,29,21,34,28,21,29,32,23,26,26,22,20,21,25,22,27,26,25,18,26,14,19,22,14,8,12,14,17,25,22,22,25,24,28,18,22,26,23,28,22,22,17,26,28,26,18,43,29,23,29,26,28,31,37,32,16,13,26,29,20,16,29,25,19,25,13,26,27,36,29,36,30,25,30,33,41,38,36,42,54,40,48,39,48,51,44,42,30,38,52,28,27,25,25,25,35,32,31,40,32,34,32,37,30,31,31,32,36,39,25,27,21,22,22,16,18,6,20
S02001520,27,31,22,25,27,29,32,38,33,34,18,33,39,27,30,24,34,35,49,32,37,46,58,64,69,56,52,61,56,58,40,44,48,46,45,49,43,44,41,37,44,33,41,39,38,48,65,47,62,61,43,52,36,54,47,60,41,39,40,42,43,51,38,47,35,48,35,32,34,36,33,31,27,24,30,29,24,24,29,33,24,25,15,23,17,18,18,18,11,6,20,22,30,24,28,26,27,14,37,29,28,43,22,23,27,26,38,35,30,20,25,28,34,44,30,21,29,36,34,29,37,26,18,26,17,31,24,30,37,30,22,23,29,34,28,37,50,37,35,42,39,44,42,49,56,43,57,55,47,52,48,57,45,53,41,42,36,46,32,35,32,38,30,43,32,31,43,35,30,45,53,30,50,35,30,28,23,20,15,30,11,36
S02001521,23,41,40,33,30,38,32,35,40,37,33,41,33,38,32,26,21,40,31,31,30,29,41,34,26,50,42,42,34,32,34,24,27,29,29,29,42,40,31,51,29,32,36,29,25,38,32,38,39,28,53,45,28,45,51,29,37,43,43,49,40,41,23,25,29,29,29,28,26,23,24,21,19,16,22,21,15,10,8,7,10,12,12,6,6,5,7,3,3,3,3,30,36,29,42,38,51,34,39,40,40,38,38,30,37,28,42,41,33,29,32,42,27,39,42,38,36,32,33,46,26,30,30,38,38,35,40,61,31,44,31,55,23,29,23,30,55,54,74,57,45,57,47,52,40,37,44,61,42,42,34,43,46,36,31,32,24,28,32,27,22,23,34,22,14,22,20,19,20,18,24,12,13,11,10,10,12,5,11,11,6,44
S02001522,16,14,9,13,16,15,16,23,18,9,20,17,15,14,17,13,12,13,19,18,17,19,17,17,11,16,9,19,11,13,17,8,19,17,3,11,10,5,14,13,20,9,14,11,8,14,11,14,18,11,10,19,15,9,26,18,26,24,16,24,19,21,12,19,21,22,12,11,3,13,15,15,10,10,10,11,4,7,4,7,12,6,6,3,7,0,3,1,2,1,2,14,16,9,11,11,11,12,16,18,16,18,16,13,16,16,13,9,10,4,14,10,16,15,11,18,14,19,13,5,12,27,14,6,7,11,18,17,17,27,8,13,13,18,14,14,16,17,12,23,17,23,17,17,14,23,24,21,22,20,17,24,33,14,19,17,16,15,23,15,10,12,14,5,13,12,12,10,8,14,12,13,6,1,6,2,2,4,1,2,2,6
S02001523,29,26,22,17,15,14,19,21,17,18,13,14,18,19,15,16,25,29,20,19,24,26,23,32,29,34,35,40,42,24,18,20,27,18,21,24,26,23,15,13,6,10,19,22,9,10,19,19,11,22,33,29,28,28,34,31,48,30,33,32,44,16,35,19,40,30,21,22,18,28,30,30,13,25,11,16,22,21,21,10,17,19,20,14,17,12,10,7,5,5,11,16,17,14,12,24,23,20,25,17,24,18,17,20,17,11,23,15,17,23,21,18,29,17,17,25,27,34,31,17,31,20,12,27,18,23,22,22,24,24,13,14,20,21,18,16,30,31,22,23,25,22,43,34,33,37,35,43,44,28,40,34,31,32,33,38,31,11,19,31,27,33,31,26,18,21,32,20,27,23,19,25,24,26,27,15,23,13,4,4,4,24
S02001524,23,30,23,19,34,35,34,39,32,34,26,41,38,22,45,35,27,39,35,22,33,25,37,32,36,22,23,27,20,21,27,17,14,18,29,30,23,30,20,24,22,23,33,28,34,26,28,37,28,36,17,40,31,49,37,24,36,36,33,24,31,28,45,32,27,38,17,27,28,36,43,35,27,24,30,25,17,15,19,16,25,16,11,14,14,8,12,7,6,5,17,13,18,22,27,42,10,35,27,27,33,39,20,30,25,37,27,38,34,25,17,25,25,21,25,24,18,28,21,19,28,19,26,21,26,19,34,20,29,34,39,26,32,31,40,29,41,36,43,33,36,38,38,40,41,41,48,42,41,43,50,42,42,31,29,30,33,37,23,27,41,32,51,38,29,41,25,21,29,21,21,25,13,15,19,27,11,21,9,14,8,27
S02001525,25,21,20,22,16,25,20,18,11,7,18,17,20,24,17,4,11,18,20,15,21,17,16,38,21,32,12,4,22,18,15,7,15,15,19,15,20,6,23,21,7,15,4,11,13,29,6,21,22,19,19,22,26,19,23,31,35,28,26,21,18,25,27,18,30,27,23,24,23,26,21,30,21,29,20,19,16,18,11,10,9,10,9,3,5,3,2,4,5,3,13,12,12,17,24,18,24,14,16,18,22,17,11,11,15,17,12,18,22,27,26,16,9,17,14,15,10,12,10,15,11,16,12,13,6,23,20,21,22,12,16,20,22,19,18,17,19,18,20,14,29,24,24,27,33,49,29,31,23,25,23,19,20,23,25,23,22,28,29,24,28,29,41,17,22,20,29,13,16,8,9,7,12,8,8,8,3,3,5,8,2,12
S02001526,18,21,23,9,27,26,21,14,32,17,21,21,20,15,15,24,18,20,13,22,25,15,31,34,15,31,34,23,22,25,24,21,28,6,13,24,16,21,19,15,18,16,24,28,23,8,21,26,28,28,25,26,22,36,26,33,22,16,30,33,23,32,20,20,20,14,14,22,23,18,17,20,22,7,12,13,6,8,9,7,5,10,11,10,6,4,5,4,3,1,4,17,17,18,28,26,28,27,22,23,15,14,16,19,16,24,16,16,13,17,10,9,15,12,18,15,12,23,20,24,14,17,15,17,28,24,29,16,20,19,22,20,14,20,25,23,29,27,25,27,25,17,29,33,36,25,28,31,33,24,43,29,21,20,17,24,18,19,18,16,19,21,18,10,14,13,16,11,18,11,17,11,7,9,8,9,10,6,2,6,4,8
S02001527,25,13,16,19,18,19,14,27,21,27,29,21,25,28,29,28,17,22,27,12,32,23,23,24,13,17,27,18,16,25,14,27,29,39,35,7,29,18,26,22,24,15,36,17,24,17,29,36,33,27,39,43,33,40,48,36,30,29,19,25,24,25,31,33,22,25,18,19,19,22,26,27,12,23,18,14,12,13,22,15,15,14,5,14,9,7,5,5,8,5,22,13,25,24,27,9,20,16,32,19,17,21,9,21,22,15,16,30,17,17,27,22,22,28,21,29,23,23,20,27,22,25,21,24,26,39,13,18,33,26,28,27,38,21,24,35,21,27,29,35,25,26,36,33,29,33,37,35,28,27,32,27,34,39,22,15,27,19,24,26,25,30,32,24,20,32,33,26,16,19,18,24,20,18,17,16,13,15,15,14,2,43
S02001528,22,20,24,33,33,24,19,40,23,36,27,25,28,23,31,25,29,33,27,26,28,21,24,32,39,28,18,24,28,24,25,22,28,22,20,12,28,26,21,22,28,18,20,20,18,28,30,34,27,29,27,21,24,28,30,31,40,28,21,39,35,17,29,22,21,21,22,16,23,16,19,20,12,8,10,11,8,11,9,8,6,11,10,7,3,4,2,7,2,4,11,19,24,24,34,19,26,33,40,34,25,32,29,26,27,24,22,15,22,28,21,25,21,23,24,21,21,40,24,20,39,26,21,32,23,36,24,29,27,33,28,25,22,29,23,41,29,32,35,26,31,30,48,45,25,32,32,40,30,37,36,32,22,24,20,24,20,25,14,18,24,20,26,24,15,15,13,8,8,12,17,17,17,12,7,10,7,3,10,6,1,10
S02001529,46,41,40,44,40,35,27,44,43,45,38,22,29,40,25,26,26,29,28,27,27,22,16,29,28,27,30,26,22,31,26,34,30,45,35,34,52,53,42,47,22,51,48,38,35,50,32,39,31,25,20,37,33,25,40,41,28,39,30,33,27,33,33,20,34,20,17,30,27,18,16,23,12,19,17,5,17,9,6,17,11,7,17,11,10,2,5,7,0,0,3,34,51,42,55,53,44,41,43,38,34,31,29,32,24,20,18,22,26,21,23,22,29,14,19,32,38,24,38,22,39,37,41,48,42,41,45,36,46,57,43,50,40,39,41,38,30,41,42,41,35,32,35,24,22,40,29,20,37,43,29,40,30,25,27,29,28,19,23,28,24,29,28,25,20,11,25,18,12,18,11,18,14,12,12,10,8,5,5,4,3,6
S02001530,11,15,8,13,17,19,16,21,23,15,22,13,11,19,16,13,17,20,10,14,17,9,21,18,20,24,16,17,24,18,19,17,19,21,8,21,15,11,14,14,10,13,15,15,21,17,21,26,10,26,23,22,10,24,25,18,23,14,21,18,24,30,19,21,13,7,14,30,16,18,18,24,10,13,10,9,9,4,7,8,5,7,7,5,6,5,3,3,2,1,5,11,17,19,6,19,15,20,27,10,10,18,15,19,13,19,9,13,11,16,16,19,11,8,17,13,19,19,26,17,15,21,16,14,10,16,24,18,17,10,20,21,25,14,13,22,16,10,23,18,27,26,18,20,22,17,21,22,24,20,21,14,22,16,18,35,15,15,23,15,23,20,25,16,20,16,13,4,8,14,9,7,7,8,2,4,4,2,3,3,2,11
S02001531,12,23,16,19,21,24,18,20,24,26,19,13,16,19,17,18,16,9,19,31,19,21,24,20,27,19,21,20,16,16,28,15,13,23,15,16,15,21,8,7,13,14,12,24,19,9,12,28,14,15,26,23,25,37,26,30,29,20,19,19,16,10,9,21,16,17,15,14,17,12,18,18,11,16,14,7,9,12,10,10,5,15,7,4,15,8,2,3,7,10,11,17,9,10,20,13,13,13,20,13,17,13,32,24,13,18,15,15,14,19,20,19,12,7,12,11,19,23,24,24,32,25,27,20,17,16,10,13,18,29,11,13,16,14,15,13,18,20,24,30,32,29,21,22,29,32,23,36,28,27,28,19,15,22,19,21,19,20,12,22,22,18,24,18,20,25,14,10,15,12,13,11,16,14,15,13,11,15,5,3,4,22
S02001532,10,19,26,23,20,21,23,22,22,24,16,10,23,14,14,15,13,22,22,15,27,23,20,23,30,18,37,24,19,19,23,36,8,28,17,15,28,17,16,12,17,31,25,16,14,21,16,27,19,25,26,16,24,26,28,28,27,34,22,27,26,39,32,37,27,29,25,31,40,21,26,37,19,21,18,18,20,13,16,13,12,19,10,10,6,5,16,5,7,4,12,14,14,18,20,21,17,20,20,14,28,18,16,23,22,24,15,24,11,20,23,28,13,31,23,31,35,25,23,23,15,21,27,20,16,18,31,16,28,33,30,16,19,19,16,23,18,25,40,22,29,25,29,31,33,28,47,37,36,23,39,49,32,33,41,35,46,24,35,37,26,31,27,23,23,22,23,18,25,10,16,12,17,9,9,7,8,6,9,8,9,31
S02001533,24,22,21,28,22,23,28,13,34,24,26,20,29,23,31,17,26,31,22,26,33,33,43,29,25,37,15,37,25,19,27,28,20,23,11,34,22,13,22,31,15,28,19,24,18,32,35,28,41,36,36,37,47,36,38,43,40,37,37,44,34,30,32,28,19,26,25,32,28,16,29,27,12,15,16,22,10,18,15,10,10,10,9,9,8,4,13,6,7,8,15,25,16,22,24,32,27,23,20,29,41,21,20,32,22,23,33,15,36,26,20,26,24,33,30,33,26,28,18,28,24,28,25,20,20,22,15,17,35,33,35,13,18,29,34,30,37,37,38,45,45,40,57,46,47,33,42,39,42,38,41,26,53,38,25,26,24,23,26,40,32,26,23,14,14,21,17,20,20,12,12,21,18,7,12,13,11,16,6,10,9,27
S02001534,51,44,55,51,50,50,45,36,36,41,40,56,23,29,45,33,20,49,67,99,96,56,62,71,41,56,39,46,38,45,39,29,48,39,31,34,46,39,44,39,45,24,29,50,33,46,39,35,52,39,32,25,51,48,27,44,47,47,28,43,23,40,30,25,23,34,25,20,29,27,18,17,14,13,13,21,12,12,11,15,12,6,15,10,8,5,7,3,2,4,17,34,52,48,47,34,34,53,38,32,35,50,35,34,31,36,27,16,39,123,193,159,104,64,66,75,76,62,43,48,56,57,56,60,44,47,46,65,34,53,44,33,40,38,33,42,34,48,45,35,48,46,56,37,57,41,48,40,54,47,37,39,28,34,25,29,23,22,30,32,21,23,22,21,24,15,19,18,24,23,13,14,13,15,9,13,11,8,7,7,7,24
S02001535,17,20,27,25,20,20,31,28,22,20,24,25,15,17,18,19,26,28,16,13,16,29,35,27,29,26,40,36,27,34,33,19,25,20,27,24,16,31,17,21,15,20,21,21,29,48,32,31,26,32,26,29,24,37,34,36,39,42,42,49,47,45,30,30,25,23,26,36,31,21,26,34,27,16,24,14,13,14,12,6,4,8,9,11,8,9,8,4,2,2,9,19,7,22,31,21,19,20,23,18,20,22,24,19,12,28,17,29,17,14,13,24,17,21,20,22,19,47,32,31,26,33,22,27,21,31,34,24,32,20,27,26,27,31,32,22,30,15,40,32,39,34,48,42,38,51,64,32,57,54,44,37,46,23,32,32,33,27,30,23,27,33,36,29,29,25,13,21,20,16,9,15,12,13,13,10,12,7,5,10,7,16
S02001536,10,20,14,10,13,9,17,15,18,22,20,13,14,18,13,14,13,23,14,11,8,10,28,18,19,15,18,20,10,13,22,21,14,19,20,8,21,14,11,21,17,14,23,16,24,14,23,18,19,20,19,21,25,30,15,23,37,28,26,29,18,19,23,15,19,16,26,18,13,23,24,22,16,14,11,15,15,12,4,9,8,8,7,7,6,7,4,3,5,5,8,18,11,14,11,10,15,14,12,14,18,14,11,13,13,10,16,15,24,14,7,13,13,14,10,18,20,21,21,4,10,21,10,16,9,11,14,23,16,13,12,22,19,20,12,11,20,21,25,28,20,33,28,27,32,31,20,30,33,31,35,22,18,21,12,22,21,18,17,29,14,23,32,14,14,17,15,18,12,15,13,14,10,11,2,9,4,2,8,6,3,12
S02001537,23,27,23,22,37,23,30,29,26,16,27,19,24,27,16,7,20,33,32,25,27,40,25,43,40,43,25,37,31,22,28,58,32,36,42,35,25,30,26,33,33,33,26,40,46,34,27,44,34,27,24,27,21,29,20,32,41,37,26,27,30,21,24,12,20,15,19,22,20,22,19,27,19,18,19,22,9,5,19,14,17,10,8,9,9,4,5,11,10,2,12,14,21,26,24,14,21,44,24,18,23,17,10,17,18,21,17,20,22,25,23,39,27,41,36,42,53,41,36,55,53,49,32,49,47,32,30,32,30,40,31,39,39,32,37,25,34,40,38,29,39,38,40,30,41,40,32,34,31,31,32,37,43,22,25,17,20,24,30,30,30,22,22,26,16,26,20,27,13,25,25,26,19,12,20,15,24,23,14,14,15,35
S02001538,29,30,33,29,29,17,30,30,28,21,19,31,39,27,31,24,39,30,43,18,22,30,37,31,24,48,34,22,25,16,25,28,39,26,19,24,29,17,22,47,29,11,26,24,24,20,23,17,34,25,24,27,34,31,36,24,29,38,33,25,35,25,38,22,19,23,28,31,22,17,29,27,18,26,14,10,16,11,20,8,20,5,4,11,8,8,14,7,4,2,7,28,25,24,25,32,30,21,20,29,31,20,20,13,28,20,25,23,25,12,15,15,26,29,19,28,49,65,25,31,28,28,35,32,32,37,23,30,39,36,20,23,45,23,32,28,31,30,21,34,34,41,28,48,41,31,47,40,32,29,37,51,39,35,31,24,25,33,30,29,25,31,32,21,17,20,13,19,19,18,17,15,19,18,12,14,13,13,9,12,8,42
S02001539,24,25,24,17,20,7,15,14,8,18,16,13,20,4,12,7,16,10,15,10,10,10,16,17,11,15,32,13,13,9,13,13,14,19,31,17,13,19,16,7,19,10,15,12,10,14,20,10,10,14,19,22,22,20,20,15,11,21,8,10,6,11,15,10,10,10,11,9,5,7,7,7,4,3,8,5,4,7,4,6,1,4,3,6,2,5,3,1,1,2,8,16,18,23,21,16,22,17,25,7,15,15,17,14,11,19,5,20,10,17,10,10,14,19,22,14,18,32,25,9,20,9,21,29,18,13,24,17,18,13,24,21,16,11,12,8,11,21,21,18,18,32,22,20,14,16,8,9,13,11,18,12,12,11,20,11,11,13,9,7,7,5,13,9,3,6,11,3,3,8,6,7,6,2,6,3,5,7,1,5,5,17
S02001540,37,39,38,30,43,41,46,41,39,31,35,29,40,24,23,16,31,24,23,24,21,32,33,45,32,33,31,30,40,18,41,43,44,34,46,40,46,54,42,37,26,28,43,29,37,43,43,33,35,36,47,32,41,28,33,51,46,48,39,25,43,31,18,35,22,32,14,17,28,23,22,31,16,18,17,16,24,22,11,14,20,10,8,4,12,8,5,6,2,2,9,21,43,33,45,56,36,42,53,35,33,36,26,24,35,42,28,26,29,24,15,34,29,16,27,37,41,43,40,36,51,39,48,40,56,41,53,63,55,39,48,40,36,30,42,46,50,38,42,40,44,50,55,36,42,38,34,36,46,41,40,29,31,16,37,26,23,28,36,31,15,35,26,21,27,22,21,23,17,18,17,16,17,5,10,4,10,9,8,13,3,13
S02001541,31,27,30,22,28,25,32,26,33,22,30,20,29,19,27,20,23,22,13,14,23,22,30,27,21,15,24,19,33,19,20,27,25,21,19,26,30,27,19,23,30,32,30,37,14,29,38,37,20,21,49,36,29,26,26,25,33,33,43,40,28,31,23,20,22,14,18,19,17,13,18,31,14,15,21,13,15,15,20,13,12,10,8,10,4,2,4,5,3,1,10,25,16,30,36,33,26,24,28,35,37,19,36,15,12,19,26,26,11,18,24,16,21,28,29,16,31,35,32,29,30,24,23,25,25,31,30,29,35,37,26,22,36,33,28,25,34,25,31,39,30,42,26,36,30,37,27,27,44,40,28,39,32,27,21,30,25,20,17,21,18,18,21,17,19,28,18,23,22,18,13,16,16,13,10,14,11,10,8,4,1,19
S02001542,22,14,27,22,36,21,33,28,23,28,33,38,28,24,29,28,37,25,32,19,38,26,28,36,35,37,44,26,25,18,29,29,25,29,26,18,29,19,27,38,37,31,31,31,28,48,29,27,49,44,37,60,50,69,54,52,52,47,46,42,45,42,50,36,40,37,41,31,29,31,50,35,29,25,21,24,22,31,18,14,17,11,12,9,14,10,10,7,3,5,12,22,26,23,27,19,24,22,41,36,20,30,26,24,39,38,30,41,31,28,19,17,32,32,29,38,31,37,25,29,24,21,31,33,21,30,24,30,37,26,37,37,33,23,43,42,45,46,46,61,57,57,49,31,66,65,57,48,44,46,59,38,48,42,49,34,37,44,58,28,42,46,30,21,21,38,22,36,27,24,11,30,11,17,21,16,10,10,9,14,8,9
S02001543,44,45,36,45,34,32,42,49,49,43,55,42,46,47,42,39,49,37,33,28,38,45,32,53,51,22,40,41,29,35,39,40,42,41,41,40,40,31,33,32,31,28,35,50,41,41,35,49,45,44,58,46,51,40,50,54,59,51,49,48,43,49,34,40,28,34,30,31,28,45,34,43,27,28,28,27,23,15,15,13,14,21,9,16,16,4,15,8,9,5,16,32,41,48,42,36,41,47,48,49,34,35,35,42,29,33,34,38,33,37,19,39,28,41,46,46,44,52,31,52,47,36,37,61,52,41,49,36,45,45,33,45,28,54,41,39,44,50,54,44,55,54,64,44,53,57,57,52,55,47,51,41,56,41,37,38,31,32,53,35,36,38,47,34,25,31,20,23,25,19,15,23,16,30,14,24,13,9,15,5,11,38
S02001544,41,38,47,45,37,49,34,60,34,63,44,39,50,44,43,25,39,25,25,26,32,30,26,36,33,28,35,34,27,23,32,29,46,40,31,45,46,42,48,61,27,40,55,37,41,45,58,53,45,35,57,57,46,64,28,40,37,37,26,29,38,37,31,29,22,21,16,24,24,21,22,22,18,19,16,17,13,13,10,11,11,15,13,10,10,9,4,3,6,3,7,33,33,34,39,38,43,52,56,51,43,53,53,48,20,31,33,24,38,23,21,24,37,32,28,30,46,36,44,47,34,42,41,39,40,45,36,53,47,39,61,57,46,45,55,43,53,43,54,44,54,53,57,41,50,42,37,44,27,32,31,37,33,27,32,27,33,22,27,22,21,32,26,25,25,18,13,11,23,18,23,21,14,12,17,11,9,4,8,9,4,10
