intermediate zone,males___AGE0,males___AGE1,males___AGE2,males___AGE3,males___AGE4,males___AGE5,males___AGE6,males___AGE7,males___AGE8,males___AGE9,males___AGE10,males___AGE11,males___AGE12,males___AGE13,males___AGE14,males___AGE15,males___AGE16,males___AGE17,males___AGE18,males___AGE19,males___AGE20,males___AGE21,males___AGE22,males___AGE23,males___AGE24,males___AGE25,males___AGE26,males___AGE27,males___AGE28,males___AGE29,males___AGE30,males___AGE31,males___AGE32,males___AGE33,males___AGE34,males___AGE35,males___AGE36,males___AGE37,males___AGE38,males___AGE39,males___AGE40,males___AGE41,males___AGE42,males___AGE43,males___AGE44,males___AGE45,males___AGE46,males___AGE47,males___AGE48,males___AGE49,males___AGE50,males___AGE51,males___AGE52,males___AGE53,males___AGE54,males___AGE55,males___AGE56,males___AGE57,males___AGE58,males___AGE59,males___AGE60,males___AGE61,males___AGE62,males___AGE63,males___AGE64,males___AGE65,males___AGE66,males___AGE67,males___AGE68,males___AGE69,males___AGE70,males___AGE71,males___AGE72,males___AGE73,males___AGE74,males___AGE75,males___AGE76,males___AGE77,males___AGE78,males___AGE79,males___AGE80,males___AGE81,males___AGE82,males___AGE83,males___AGE84,males___AGE85,males___AGE86,males___AGE87,males___AGE88,males___AGE89,males___AGE90+,females___AGE0,females___AGE1,females___AGE2,females___AGE3,females___AGE4,females___AGE5,females___AGE6,females___AGE7,females___AGE8,females___AGE9,females___AGE10,females___AGE11,females___AGE12,females___AGE13,females___AGE14,females___AGE15,females___AGE16,females___AGE17,females___AGE18,females___AGE19,females___AGE20,females___AGE21,females___AGE22,females___AGE23,females___AGE24,females___AGE25,females___AGE26,females___AGE27,females___AGE28,females___AGE29,females___AGE30,females___AGE31,females___AGE32,females___AGE33,females___AGE34,females___AGE35,females___AGE36,females___AGE37,females___AGE38,females___AGE39,females___AGE40,females___AGE41,females___AGE42,females___AGE43,females___AGE44,females___AGE45,females___AGE46,females___AGE47,females___AGE48,females___AGE49,females___AGE50,females___AGE51,females___AGE52,females___AGE53,females___AGE54,females___AGE55,females___AGE56,females___AGE57,females___AGE58,females___AGE59,females___AGE60,females___AGE61,females___AGE62,females___AGE63,females___AGE64,females___AGE65,females___AGE66,females___AGE67,females___AGE68,females___AGE69,females___AGE70,females___AGE71,females___AGE72,females___AGE73,females___AGE74,females___AGE75,females___AGE76,females___AGE77,females___AGE78,females___AGE79,females___AGE80,females___AGE81,females___AGE82,females___AGE83,females___AGE84,females___AGE85,females___AGE86,females___AGE87,females___AGE88,females___AGE89,females___AGE90+
S02001477,27,19,25,21,9,23,19,25,23,34,29,22,25,20,36,24,28,29,7,25,19,14,24,30,33,23,27,20,28,30,28,17,31,17,22,20,18,21,35,18,18,17,23,28,27,20,25,38,28,32,28,33,35,36,29,25,25,28,22,29,34,21,34,28,24,24,26,23,29,27,33,47,20,24,17,20,19,21,13,16,14,8,4,13,10,6,4,6,3,5,12,26,20,20,14,25,19,24,30,27,32,30,29,21,16,15,19,29,22,26,21,28,20,18,24,18,14,13,19,17,27,37,32,31,29,28,26,25,26,26,17,17,17,18,21,28,25,32,32,37,33,39,33,38,44,30,35,31,25,24,23,33,26,24,34,28,30,25,22,20,23,27,35,22,27,14,22,19,12,12,11,15,16,11,12,7,11,6,4,4,4,24
S02001478,23,23,27,25,25,30,22,27,20,27,26,25,28,17,31,29,35,24,19,23,23,29,34,27,33,31,31,29,31,20,25,22,28,32,23,25,27,22,17,23,45,17,27,37,31,37,35,38,42,36,24,37,46,76,45,39,33,45,30,39,48,40,34,27,36,33,32,25,31,31,29,25,19,21,22,26,25,7,22,16,17,13,14,14,7,5,5,2,3,3,6,21,24,25,28,22,13,22,29,24,28,29,31,28,18,31,18,17,25,20,23,32,16,39,28,26,28,30,31,21,19,20,31,34,28,28,25,29,26,22,29,35,32,28,33,31,28,30,47,47,58,47,56,58,51,47,49,38,40,45,44,47,36,28,32,20,23,29,27,33,26,30,28,27,23,26,34,23,19,14,16,10,14,15,10,13,9,4,9,3,5,7
S02001479,14,16,23,17,22,27,22,10,10,20,18,6,8,23,16,17,17,6,24,25,21,24,22,17,15,19,9,15,13,23,15,9,23,10,22,22,16,9,25,21,7,9,13,13,17,21,12,15,30,23,21,23,27,26,18,24,17,20,15,19,15,20,19,21,20,19,18,23,22,13,26,19,12,16,12,11,9,6,16,8,9,8,5,5,10,10,2,4,1,1,2,29,21,25,19,17,26,22,26,12,18,17,22,26,27,22,15,16,18,21,23,14,13,19,16,18,19,15,21,24,14,25,24,17,17,15,21,17,32,29,18,19,12,23,15,14,12,19,24,23,24,37,38,24,27,23,29,23,25,18,24,23,23,25,25,11,22,11,14,16,19,26,20,18,19,17,23,12,8,13,17,10,6,6,9,7,1,1,5,2,2,8
S02001480,19,22,18,23,17,20,13,23,25,21,17,18,17,21,16,12,21,16,25,21,31,18,19,44,24,19,19,21,29,23,13,28,17,10,20,22,22,14,22,18,17,13,13,17,23,28,14,20,41,25,29,28,26,34,32,32,33,26,31,30,33,32,31,28,26,18,27,32,29,23,32,24,18,16,24,16,10,14,15,10,19,13,9,9,10,10,2,7,4,1,10,11,15,23,13,12,13,23,24,26,23,13,26,22,15,20,21,19,14,18,19,16,23,10,25,28,28,31,15,27,17,23,17,18,20,23,26,30,15,22,22,10,11,18,30,20,31,20,34,34,34,38,38,39,42,26,32,35,30,29,30,30,37,26,32,31,31,21,29,22,28,23,44,25,22,27,22,15,16,18,23,9,16,17,9,9,15,17,5,6,6,13
S02001481,15,18,23,27,23,16,20,30,16,28,27,28,28,22,18,24,22,29,21,32,33,28,23,37,22,22,26,21,33,21,32,19,20,22,25,21,21,23,18,38,14,12,25,33,27,33,23,33,41,37,35,44,22,34,37,35,58,37,28,35,37,38,43,40,41,44,25,40,47,37,26,32,18,28,25,25,22,27,15,24,14,8,15,10,7,11,3,1,3,4,11,27,13,27,24,21,27,32,22,23,30,26,19,23,25,25,26,25,25,16,19,20,17,16,31,27,27,28,40,14,26,11,29,32,20,28,20,22,20,33,18,22,10,23,29,22,30,23,27,36,44,38,37,36,38,45,41,54,43,40,34,45,27,35,31,37,39,29,36,32,29,34,43,20,28,24,24,19,30,16,17,18,9,16,8,13,11,9,6,6,1,19
S02001482,15,21,17,12,10,17,11,17,9,19,14,8,7,9,6,8,11,12,9,9,20,24,14,21,19,16,13,17,9,11,13,13,5,10,13,18,16,11,6,8,5,10,8,7,13,17,20,24,14,18,28,20,22,27,27,23,24,23,17,21,18,13,23,15,24,25,24,13,20,30,13,9,7,8,21,24,14,18,13,9,10,14,9,2,6,5,5,4,1,3,7,7,20,16,15,14,10,15,14,14,15,14,10,13,13,8,9,11,10,10,10,13,10,20,10,23,13,10,17,20,17,17,10,13,15,6,12,8,14,14,12,14,8,7,22,22,15,19,12,19,21,21,21,28,29,29,22,20,26,20,24,21,20,22,13,20,21,12,19,20,21,26,22,16,20,15,11,23,14,12,6,11,15,11,7,8,6,9,5,3,5,12
S02001483,32,38,30,26,36,29,43,30,28,34,35,27,25,29,30,27,26,30,26,31,25,30,31,39,26,38,28,29,38,37,18,29,35,35,26,26,28,29,23,27,22,21,27,29,26,32,42,34,24,26,35,33,33,48,34,22,25,18,43,32,35,32,32,22,17,26,24,33,28,26,27,25,19,20,16,15,19,19,11,13,7,19,7,8,8,5,5,5,2,1,6,19,25,25,29,27,38,30,31,37,31,25,27,34,26,26,23,31,17,22,31,26,34,32,30,32,31,38,33,27,20,29,36,16,32,42,29,32,26,42,26,24,22,36,26,20,32,42,37,31,47,28,42,32,34,40,23,31,38,26,24,41,36,37,16,27,30,35,40,29,29,30,23,20,27,21,12,17,18,16,12,20,26,15,11,7,6,10,4,9,5,20
S02001484,13,23,25,18,15,31,22,17,21,23,26,20,23,16,22,15,17,21,17,18,18,24,29,21,16,31,16,17,21,32,13,12,31,28,24,23,11,19,23,12,16,22,22,13,27,40,25,34,33,35,19,31,37,29,34,26,29,38,30,30,33,27,23,22,29,23,30,25,41,24,24,25,19,20,20,18,14,15,12,10,12,8,10,15,8,7,7,8,6,4,11,17,14,13,11,22,16,17,24,12,21,10,25,16,8,22,24,19,19,17,11,10,19,17,19,20,19,13,20,15,25,22,22,14,14,27,15,17,19,20,15,27,15,15,23,25,15,22,30,26,37,39,35,29,38,21,37,20,31,27,32,25,30,25,32,41,22,40,32,23,32,34,32,20,18,19,14,23,22,16,19,18,13,11,15,10,8,8,16,5,12,36
S02001485,21,19,16,27,22,23,17,24,17,21,26,18,25,15,27,23,17,17,27,15,22,25,14,19,25,20,21,27,22,17,22,16,20,19,16,15,20,15,24,20,17,14,16,22,10,27,34,18,26,27,21,21,13,28,30,40,18,27,19,16,28,26,25,18,17,26,22,20,19,25,21,29,24,21,15,14,7,11,16,10,8,13,7,12,9,4,5,3,6,4,10,20,14,24,24,19,17,28,22,30,23,12,13,19,24,16,16,23,19,29,13,19,27,27,23,21,14,17,28,30,29,13,20,13,22,20,20,15,24,25,22,17,24,18,25,27,26,23,38,28,18,26,35,29,28,31,28,31,25,27,22,25,28,21,27,20,15,24,23,29,22,32,29,20,18,10,18,17,9,21,13,14,15,13,9,12,12,13,8,7,12,30
S02001486,27,31,25,39,37,45,33,42,50,42,36,33,32,42,38,21,29,22,23,37,37,33,35,26,26,27,26,26,17,28,23,34,23,30,20,33,37,35,34,27,33,53,51,33,43,45,33,51,50,44,45,44,49,52,57,38,63,61,50,51,42,40,34,28,46,48,38,30,27,37,30,51,38,32,41,23,19,10,20,23,17,19,16,13,9,9,3,3,6,3,18,27,28,31,31,32,31,25,33,37,42,40,26,25,34,34,31,38,28,26,35,29,29,27,23,25,34,36,16,26,24,41,22,35,36,42,32,41,40,46,41,55,46,36,29,41,38,56,58,54,55,42,67,54,57,61,56,56,41,42,43,39,45,40,35,48,41,35,31,39,33,37,47,38,29,32,19,23,20,23,17,23,19,11,16,14,10,9,7,8,3,39
S02001487,33,13,17,22,20,24,28,27,30,30,25,18,23,25,22,23,24,17,29,29,23,20,26,26,30,11,21,21,15,18,19,30,19,23,14,24,31,36,18,25,31,23,17,26,27,30,26,29,28,32,32,39,32,31,27,32,24,18,37,32,18,18,33,26,25,22,19,19,22,19,23,34,21,15,15,19,11,12,11,19,10,6,8,5,9,11,4,4,3,0,4,14,12,21,20,24,15,18,26,20,23,31,23,22,27,24,33,33,28,34,23,12,17,25,21,20,21,18,35,18,17,19,30,24,28,18,26,29,34,35,20,25,17,27,24,31,24,29,22,30,43,44,30,25,39,40,36,30,33,31,16,29,25,30,27,21,27,23,35,23,29,31,35,22,24,25,18,13,17,23,15,18,11,20,8,14,14,4,3,8,8,19
S02001488,12,15,24,15,13,15,20,18,14,12,10,18,14,8,9,13,12,14,15,13,18,21,11,16,14,12,10,11,22,6,10,13,14,15,16,8,15,12,9,17,7,14,14,9,8,18,19,25,20,18,20,13,14,7,7,16,19,17,19,13,20,23,12,16,10,13,13,16,18,14,17,13,11,13,14,7,9,8,5,5,8,10,5,3,7,8,1,5,5,1,3,7,15,11,18,11,21,18,18,11,16,13,8,15,11,15,13,13,10,6,17,16,8,6,10,9,10,11,10,20,16,19,18,17,17,18,15,14,10,19,16,16,17,14,24,12,19,27,23,19,20,17,19,24,18,14,28,21,12,22,18,10,22,20,19,14,11,20,16,20,18,19,20,14,8,6,21,14,8,16,15,7,13,8,7,5,6,6,5,2,2,6
S02001489,19,18,20,26,21,19,28,22,25,27,22,24,14,19,24,24,23,18,16,20,21,16,19,20,20,19,30,23,17,18,26,24,19,19,15,29,19,20,17,15,27,21,21,26,14,32,27,17,33,21,40,26,29,20,20,27,24,27,28,30,27,34,25,34,29,34,21,23,20,35,29,43,31,22,17,19,12,16,12,16,8,5,5,7,13,5,1,4,4,7,13,14,16,21,13,24,20,24,31,24,23,20,23,18,19,18,20,15,15,34,28,14,13,13,19,24,15,16,20,14,29,15,21,23,21,20,22,14,31,21,25,12,16,24,24,23,31,27,26,33,32,33,26,35,31,26,31,24,30,30,25,27,39,24,21,28,32,30,19,34,25,36,36,20,34,22,24,15,13,9,10,10,12,10,9,18,10,5,0,4,4,9
S02001490,20,13,11,18,10,5,20,11,14,14,6,15,20,9,18,15,10,15,17,10,20,22,27,15,21,22,10,9,13,11,7,16,8,16,10,19,11,10,9,12,9,10,8,14,15,19,22,15,23,21,22,15,31,27,23,18,23,18,28,30,20,23,17,22,24,18,23,22,15,26,16,23,12,19,20,14,5,17,7,10,6,11,10,4,4,5,5,1,2,3,7,10,9,15,15,12,22,19,8,13,17,12,10,12,9,22,13,14,19,18,18,20,11,18,21,17,18,19,16,15,11,10,18,12,16,18,11,18,5,10,22,8,9,17,14,17,16,26,24,22,25,18,27,29,26,22,27,20,15,20,19,22,14,19,23,16,13,22,22,18,26,16,21,15,18,13,21,12,8,10,13,12,7,11,6,6,5,8,5,5,4,13
S02001491,22,27,36,37,26,29,41,29,29,21,25,24,24,20,33,27,25,25,32,23,29,39,29,27,29,17,29,26,22,33,23,21,20,15,14,28,30,22,21,28,23,24,19,22,17,19,23,38,31,40,40,51,27,33,29,42,35,43,25,46,26,35,29,38,21,37,32,35,24,20,30,35,23,25,23,19,15,21,12,14,10,6,14,15,8,3,5,3,5,3,6,21,21,30,24,19,19,29,27,22,25,19,30,25,16,11,21,23,28,26,25,33,28,30,27,39,27,40,30,25,32,20,21,34,30,32,26,19,27,29,33,15,21,33,26,51,33,38,26,29,41,47,36,47,42,45,36,35,42,38,34,37,38,32,31,32,37,31,34,21,38,24,50,29,31,30,25,26,16,19,23,11,16,8,7,13,9,9,6,9,2,16
S02001492,21,19,38,19,20,23,20,45,26,18,32,26,27,20,30,30,37,35,32,24,32,33,35,47,48,43,39,54,37,38,43,34,56,31,26,39,30,26,45,46,32,33,38,33,25,35,42,45,39,47,52,44,54,52,42,37,43,43,39,54,25,36,25,30,36,34,32,21,26,37,34,35,31,29,16,33,14,15,23,22,31,12,14,11,11,7,12,3,5,4,12,21,14,19,22,26,29,22,23,27,24,30,24,19,22,27,38,32,25,29,34,36,25,33,45,28,32,30,41,28,31,27,38,39,22,29,31,28,34,25,31,25,32,40,31,40,39,40,48,26,47,49,35,49,46,41,53,45,44,52,46,47,51,31,35,35,31,25,26,36,29,41,42,39,32,21,37,27,21,24,26,12,22,17,18,13,12,13,7,6,5,32
S02001493,41,33,43,45,30,43,45,34,43,20,40,43,32,33,41,25,28,22,37,28,41,35,32,32,28,36,33,29,33,16,23,34,39,15,22,21,19,19,21,20,12,11,19,17,22,21,28,16,17,27,26,26,28,29,36,18,19,24,32,21,23,17,23,18,18,21,26,16,16,14,15,19,11,14,16,14,3,9,13,10,11,5,6,5,8,0,6,3,2,2,5,33,26,28,30,23,35,36,28,31,36,40,33,33,50,38,24,31,35,26,25,31,32,23,25,34,33,29,33,36,25,37,43,45,38,23,23,26,36,37,26,30,30,34,32,22,34,36,42,31,26,29,37,29,39,31,29,32,26,23,28,31,20,19,24,21,33,27,20,26,22,25,25,8,17,18,12,8,9,12,7,12,7,8,9,10,4,8,8,4,4,12
S02001494,27,28,29,29,31,23,30,28,28,21,16,28,18,29,13,24,12,36,21,9,23,19,20,31,33,24,24,21,23,23,19,26,39,13,23,26,26,36,27,20,17,15,18,20,18,18,22,25,24,36,28,19,27,25,27,42,30,43,30,32,34,28,24,24,24,26,21,29,31,11,20,22,16,9,11,12,5,13,12,10,10,7,15,11,7,14,7,9,6,6,8,16,18,32,25,25,18,16,28,29,22,25,20,28,21,18,9,22,17,28,14,36,19,22,19,33,27,32,26,35,30,30,32,40,31,24,21,32,35,31,26,28,27,28,22,21,21,25,33,20,35,25,40,24,37,34,28,35,34,33,29,33,29,39,30,28,36,22,17,23,21,27,17,15,13,15,10,15,17,21,7,20,15,16,18,18,17,19,9,11,5,20
S02001495,15,13,10,12,11,11,18,13,9,9,7,9,6,9,4,9,9,12,12,17,14,16,11,22,25,16,20,17,14,19,35,27,9,18,21,19,13,20,19,9,12,9,7,15,16,17,19,22,25,22,16,21,14,15,24,25,31,23,20,31,19,25,23,25,21,22,19,19,24,14,25,13,18,17,18,14,16,9,12,15,7,9,4,11,5,3,3,2,1,5,8,13,11,11,14,12,12,12,8,8,7,10,14,9,5,11,5,7,7,8,9,11,15,20,21,9,21,18,21,19,17,22,20,14,17,16,16,12,20,10,14,14,13,18,12,17,22,18,10,18,19,28,26,25,17,31,29,28,27,28,20,21,25,20,19,15,18,25,25,24,14,29,24,12,16,8,22,12,10,13,15,14,22,16,7,10,5,6,7,7,2,26
S02001496,18,17,11,20,12,15,13,12,8,6,14,12,8,26,9,10,11,13,17,11,19,17,12,17,32,13,23,27,23,19,22,29,25,23,19,24,9,21,19,23,24,23,30,20,13,16,37,15,17,29,26,22,35,38,27,30,21,19,14,23,27,23,7,21,24,16,16,18,17,17,22,25,22,14,14,21,11,10,6,11,7,8,10,5,5,3,4,4,3,1,10,12,11,13,15,7,13,8,17,12,18,20,13,7,14,11,8,10,14,15,6,14,19,18,16,15,20,31,23,23,15,15,20,20,22,17,16,15,19,21,12,15,23,18,23,24,16,22,29,23,28,23,29,26,25,26,25,29,32,32,27,22,19,23,28,16,21,26,28,31,21,23,33,15,17,28,7,16,17,20,11,16,23,10,12,11,7,6,9,5,8,12
S02001497,7,11,18,18,16,4,21,23,17,11,15,16,21,20,15,17,10,12,9,9,19,22,17,19,12,12,18,9,18,26,4,10,6,20,14,19,13,13,2,15,10,14,13,19,23,17,19,17,16,21,24,19,24,23,17,26,20,16,12,23,13,13,9,12,10,8,10,5,10,12,18,23,18,24,16,11,25,15,12,19,20,11,10,8,5,9,4,4,1,1,9,10,13,14,13,8,13,11,8,15,14,11,21,12,15,33,31,6,23,5,23,12,12,11,8,20,12,21,15,23,21,24,18,21,11,9,15,14,10,33,17,12,10,19,6,19,23,13,21,22,31,21,28,15,25,22,19,21,22,17,19,7,17,13,15,15,16,16,23,20,16,23,33,15,28,26,25,23,16,20,5,20,12,13,11,8,7,9,3,8,4,9
S02001498,13,21,24,22,19,17,23,10,28,20,24,22,21,22,29,27,35,30,22,34,31,20,21,20,28,20,11,12,20,26,22,26,25,13,31,14,30,10,11,31,12,14,19,18,20,22,24,27,31,19,26,23,30,29,27,18,16,24,22,14,20,10,18,12,15,9,19,20,14,23,18,26,24,14,16,25,10,12,8,19,10,8,8,4,1,6,2,5,4,0,0,8,11,17,14,18,13,32,23,16,16,30,24,14,32,15,28,17,23,17,23,19,25,23,25,31,32,17,21,21,24,29,15,41,26,27,26,18,22,23,17,16,23,22,25,25,22,27,39,39,35,37,24,28,30,28,24,19,36,29,22,18,26,18,18,35,18,20,15,10,23,32,34,29,14,28,21,13,21,16,11,11,13,9,9,10,7,5,3,2,0,5
S02001499,23,31,38,26,24,30,36,31,37,42,44,39,41,47,40,29,38,43,41,36,23,22,33,22,33,24,24,23,23,25,36,22,25,32,23,22,42,40,44,32,42,31,48,53,42,63,33,56,53,59,41,44,47,64,39,42,35,42,42,37,36,31,41,50,44,39,28,45,41,32,31,45,23,25,19,21,14,12,13,10,9,18,9,12,6,4,3,4,2,1,9,26,33,30,30,31,30,28,32,31,39,32,26,32,31,36,34,44,39,37,29,23,16,30,39,22,28,30,28,22,33,44,36,42,20,34,32,41,42,46,29,45,41,55,56,49,54,62,61,67,38,51,42,56,45,50,37,41,43,40,48,45,35,33,50,38,34,41,39,35,48,38,39,32,22,28,16,19,18,18,12,10,9,6,14,2,7,5,5,1,4,7
S02001500,24,30,20,32,22,20,32,32,27,30,39,44,30,37,33,20,20,26,20,19,25,38,20,30,42,33,28,37,26,39,30,15,34,41,25,27,21,14,37,27,17,28,26,31,22,34,42,21,29,20,30,24,25,21,32,33,23,23,32,30,29,30,20,19,19,26,11,21,15,14,24,21,13,5,9,9,9,6,5,9,13,10,3,8,8,2,6,5,2,4,18,27,35,33,38,29,40,28,41,30,31,31,25,33,25,30,27,33,29,37,24,29,21,34,46,40,34,29,44,41,33,31,33,24,33,29,31,21,33,25,29,28,26,25,37,34,25,45,33,45,35,27,35,34,42,48,40,31,27,35,26,31,35,27,18,22,24,27,21,17,16,21,22,11,13,10,8,11,14,10,12,13,13,7,14,20,11,12,10,9,6,47
S02001501,22,33,18,30,38,36,44,33,26,34,45,38,32,15,22,18,25,20,15,20,27,35,26,31,23,32,36,46,36,42,51,45,47,24,36,33,46,34,46,34,40,35,27,38,33,31,29,21,22,29,25,34,34,36,43,28,31,21,40,34,35,21,22,12,16,24,15,21,15,16,10,16,11,9,11,7,3,8,8,10,10,9,7,5,4,2,8,4,4,4,5,35,47,29,40,31,31,39,36,23,27,29,28,24,26,23,29,36,12,27,33,23,38,26,31,40,48,40,35,46,44,47,46,41,52,34,35,40,39,30,37,27,20,31,47,26,37,35,46,26,30,41,45,35,29,35,29,31,23,12,35,28,23,18,27,18,28,24,19,15,20,15,7,17,7,10,18,10,18,11,12,15,13,10,7,7,6,3,9,2,2,13
S02001502,19,14,16,22,17,16,18,4,28,18,7,13,15,16,20,13,6,19,14,16,13,16,23,23,16,23,30,30,36,30,37,30,34,27,35,30,20,28,26,30,27,20,26,18,23,32,23,32,25,47,26,34,28,32,32,36,31,44,27,22,23,30,31,21,11,24,23,15,13,33,19,17,17,20,21,9,8,9,9,16,14,16,9,6,7,6,7,7,7,6,20,20,12,13,17,23,15,22,15,15,13,8,18,12,14,10,15,13,20,12,19,17,12,22,16,28,23,25,30,41,24,18,24,23,36,22,26,29,27,25,25,32,20,20,22,27,31,25,36,26,24,37,26,34,36,27,39,18,32,27,25,15,30,23,20,22,25,20,9,14,25,17,20,21,16,32,18,25,16,19,23,13,24,10,12,13,18,12,16,16,11,55
S02001503,22,21,18,32,37,35,41,46,38,26,30,32,28,30,26,37,25,28,39,39,37,28,30,27,34,30,31,31,33,31,26,25,21,34,37,36,39,39,42,33,39,32,35,41,54,33,37,37,27,54,47,44,55,37,58,49,41,56,41,51,49,43,35,33,48,42,31,34,41,40,28,37,23,40,26,14,17,27,16,19,18,13,9,11,4,14,7,11,4,6,10,30,27,22,37,26,40,30,29,28,36,25,26,37,37,26,25,36,29,32,25,29,33,23,22,30,24,31,38,33,39,40,35,41,36,33,36,42,35,30,46,34,31,37,25,46,26,44,46,45,36,67,50,44,51,39,47,43,55,53,50,35,55,39,39,42,41,48,32,39,31,36,43,30,29,20,24,35,20,16,25,10,16,26,28,15,19,12,9,19,9,44
S02001504,24,27,39,36,29,31,43,31,26,17,27,21,25,22,26,20,19,19,21,13,24,16,27,23,16,27,29,23,38,39,24,27,34,33,25,32,27,40,24,29,23,28,12,33,21,29,35,24,30,37,38,32,36,45,38,26,31,32,22,32,20,36,22,30,29,24,33,22,28,20,28,30,32,18,26,16,20,13,8,11,13,10,9,11,4,3,11,5,1,2,5,31,27,24,18,33,33,28,23,25,24,26,14,22,20,25,22,17,27,21,21,19,17,27,15,28,17,26,19,30,34,27,39,30,34,38,26,28,30,39,30,23,27,18,20,20,33,44,42,29,26,38,46,42,33,37,47,33,36,33,40,36,21,31,32,28,29,20,21,31,20,34,23,21,26,19,23,13,19,15,6,13,14,10,10,10,10,13,4,1,1,31
S02001505,13,11,8,14,17,18,11,10,8,14,15,18,11,14,16,7,8,8,15,10,9,24,16,10,10,21,13,24,13,13,16,12,16,17,19,8,17,9,17,10,14,12,16,6,24,10,18,24,17,24,20,13,22,13,22,16,20,15,27,18,23,22,15,18,21,22,15,18,15,24,12,14,14,15,11,16,9,11,19,12,8,8,8,6,8,5,2,2,2,1,7,19,10,9,6,14,11,18,14,19,15,13,12,16,16,19,16,18,17,12,7,15,15,11,17,7,13,12,18,3,18,17,24,16,10,14,15,22,12,11,17,10,14,12,20,16,26,18,18,17,23,27,33,20,20,17,19,19,29,26,23,20,22,30,22,18,28,20,25,25,23,18,26,10,16,14,10,12,21,16,6,8,14,10,3,4,6,4,2,2,3,14
S02001506,14,19,17,16,16,18,22,13,19,18,9,12,14,14,31,17,24,18,18,24,15,12,18,14,24,9,8,20,18,22,12,14,6,12,7,9,12,7,12,20,9,13,7,19,12,26,22,20,22,18,25,21,18,23,17,25,29,32,29,23,26,25,18,13,14,19,14,18,15,10,18,20,17,12,15,13,12,4,12,6,6,4,4,5,3,2,4,2,2,5,3,11,15,15,13,21,10,20,22,15,7,16,20,12,18,16,17,16,22,14,17,11,11,11,15,11,8,10,10,8,4,16,4,13,18,16,10,13,15,13,21,11,14,14,25,18,18,27,25,15,17,24,31,29,23,30,28,23,25,27,20,23,34,14,19,22,21,19,18,16,16,20,17,16,9,16,6,5,8,9,10,9,6,8,4,3,6,1,3,0,4,8
S02001507,11,23,18,19,21,23,33,28,17,33,27,16,24,19,35,30,26,22,23,17,28,21,18,18,23,18,25,15,13,22,7,11,22,2,7,19,20,14,14,8,19,17,25,26,20,20,28,27,17,26,24,24,27,30,26,21,17,25,14,26,16,19,28,27,14,14,22,19,20,18,17,18,15,11,14,8,11,5,13,9,8,9,4,5,10,4,4,3,3,0,9,13,19,18,20,17,24,24,14,25,23,32,25,35,23,21,21,14,18,10,16,21,28,16,15,14,22,16,18,16,14,18,18,17,15,15,16,19,25,23,22,29,21,24,23,23,18,26,42,38,27,16,34,28,30,35,27,23,29,17,32,30,39,22,16,15,29,19,17,26,20,15,19,16,18,13,11,14,15,12,16,10,8,12,13,13,17,5,8,3,3,20
S02001508,14,11,18,15,18,14,13,26,22,24,17,28,23,26,21,27,15,26,20,17,25,15,7,12,13,12,20,4,5,7,5,6,17,10,15,16,13,20,14,19,13,15,16,12,17,19,30,23,32,25,30,26,21,34,15,17,34,28,27,18,21,19,21,25,25,28,25,13,30,22,15,24,18,14,14,18,12,14,15,14,12,19,12,12,9,10,9,14,4,2,9,11,8,13,12,20,16,15,17,19,15,15,17,16,27,13,26,14,22,17,6,5,11,11,10,15,10,12,18,10,13,18,5,14,10,12,8,13,22,13,18,14,16,19,28,19,43,23,30,29,22,27,21,20,36,31,21,27,26,26,26,31,20,25,25,31,28,11,22,31,20,28,20,23,19,23,19,22,12,33,17,26,22,20,17,18,11,10,14,9,8,36
S02001509,15,20,18,11,29,18,19,23,10,25,20,12,20,33,22,19,17,20,23,19,15,10,26,24,20,14,24,16,12,10,11,9,12,15,19,11,23,23,18,22,14,16,15,23,31,26,18,27,28,24,33,24,30,37,27,29,32,34,42,32,24,28,23,35,13,43,21,27,36,32,33,27,26,25,20,23,20,19,27,20,22,14,20,12,17,16,8,5,8,12,12,15,13,14,4,19,15,11,23,20,19,18,26,22,12,22,19,12,25,16,17,6,19,19,12,19,24,14,16,12,13,10,7,14,7,23,14,10,22,19,20,7,17,22,32,17,35,33,25,34,34,31,33,42,32,30,35,35,29,18,31,15,36,34,32,37,36,40,39,25,44,36,33,29,29,27,37,24,35,19,37,24,23,16,29,18,19,23,14,10,17,40
S02001510,20,19,20,20,23,14,20,21,23,16,28,15,21,27,15,26,12,17,18,9,18,19,11,9,13,15,17,19,10,10,9,11,6,11,8,17,10,6,16,22,32,15,13,13,23,21,36,18,24,25,21,28,16,33,16,17,13,17,26,26,18,11,16,21,9,21,20,21,14,26,18,34,13,13,18,12,14,10,14,12,25,19,9,10,10,12,6,6,1,3,6,19,10,18,24,16,19,8,21,13,12,20,20,11,22,19,17,22,19,15,15,11,11,25,10,8,8,9,11,8,6,8,8,10,17,14,13,13,19,20,25,29,16,14,17,20,28,17,31,31,25,32,21,14,25,21,20,28,22,22,19,15,18,23,23,17,21,16,22,20,25,29,16,29,17,22,8,15,17,20,20,17,17,8,16,6,7,10,8,4,7,12
